off_eth,vic_eth,vic_band,off_band,rel,n
unknown,hispanic,55-59,50-54,family,1
unknown,hispanic,55-59,50-54,unknown,1
unknown,hispanic,55-59,55-59,family,1
unknown,hispanic,55-59,55-59,intimate,3
unknown,hispanic,55-59,55-59,unknown,1
unknown,hispanic,55-59,60-64,intimate,3
unknown,hispanic,55-59,60-64,unknown,1
unknown,hispanic,55-59,unknown,acquaintance,1
unknown,hispanic,55-59,unknown,unknown,3
unknown,hispanic,60-64,15-19,family,1
unknown,hispanic,60-64,20-24,acquaintance,2
unknown,hispanic,60-64,20-24,unknown,1
unknown,hispanic,60-64,25-29,intimate,1
unknown,hispanic,60-64,30-34,stranger,1
unknown,hispanic,60-64,35-39,acquaintance,2
unknown,hispanic,60-64,35-39,stranger,1
unknown,hispanic,60-64,40-44,acquaintance,1
unknown,hispanic,60-64,40-44,intimate,2
unknown,hispanic,60-64,45-49,acquaintance,1
unknown,hispanic,60-64,45-49,unknown,2
unknown,hispanic,60-64,60-64,intimate,1
unknown,hispanic,60-64,60-64,unknown,1
unknown,hispanic,60-64,65-69,family,1
unknown,hispanic,60-64,65-69,intimate,1
unknown,hispanic,60-64,unknown,stranger,1
unknown,hispanic,60-64,unknown,unknown,1
unknown,hispanic,65-69,30-34,family,2
unknown,hispanic,65-69,30-34,stranger,1
unknown,hispanic,65-69,30-34,unknown,1
unknown,hispanic,65-69,35-39,family,1
unknown,hispanic,65-69,50-54,unknown,1
unknown,hispanic,65-69,55-59,stranger,1
unknown,hispanic,65-69,65-69,family,1
unknown,hispanic,65-69,75-79,stranger,1
unknown,hispanic,65-69,unknown,stranger,1
unknown,hispanic,70-74,15-19,unknown,1
unknown,hispanic,70-74,20-24,acquaintance,1
unknown,hispanic,70-74,25-29,acquaintance,1
unknown,hispanic,70-74,25-29,family,1
unknown,hispanic,70-74,30-34,acquaintance,1
unknown,hispanic,70-74,30-34,family,2
unknown,hispanic,70-74,40-44,family,2
unknown,hispanic,70-74,55-59,acquaintance,1
unknown,hispanic,70-74,65-69,family,1
unknown,hispanic,70-74,unknown,unknown,1
unknown,hispanic,75-79,20-24,stranger,1
unknown,hispanic,75-79,30-34,family,1
unknown,hispanic,75-79,40-44,acquaintance,1
unknown,hispanic,75-79,40-44,stranger,1
unknown,hispanic,75-79,40-44,unknown,1
unknown,hispanic,75-79,65-69,unknown,1
unknown,hispanic,80-84,25-29,stranger,1
unknown,hispanic,85+,20-24,stranger,1
unknown,hispanic,85+,30-34,family,1
unknown,hispanic,unknown,20-24,acquaintance,1
unknown,hispanic,unknown,25-29,family,1
unknown,hispanic,unknown,unknown,acquaintance,1
unknown,hispanic,unknown,unknown,stranger,1
unknown,nh_black,0-4,10-14,family,1
unknown,nh_black,0-4,15-19,family,3
unknown,nh_black,0-4,20-24,acquaintance,2
unknown,nh_black,0-4,20-24,family,10
unknown,nh_black,0-4,25-29,acquaintance,2
unknown,nh_black,0-4,25-29,family,7
unknown,nh_black,0-4,25-29,unknown,2
unknown,nh_black,0-4,30-34,family,6
unknown,nh_black,0-4,30-34,unknown,1
unknown,nh_black,0-4,35-39,family,6
unknown,nh_black,0-4,40-44,family,2
unknown,nh_black,0-4,40-44,unknown,1
unknown,nh_black,0-4,50-54,family,1
unknown,nh_black,0-4,unknown,stranger,1
unknown,nh_black,10-14,10-14,acquaintance,1
unknown,nh_black,10-14,10-14,family,1
unknown,nh_black,10-14,10-14,unknown,1
unknown,nh_black,10-14,15-19,acquaintance,8
unknown,nh_black,10-14,15-19,family,1
unknown,nh_black,10-14,15-19,unknown,4
unknown,nh_black,10-14,20-24,acquaintance,1
unknown,nh_black,10-14,25-29,family,1
unknown,nh_black,10-14,25-29,unknown,1
unknown,nh_black,10-14,30-34,unknown,1
unknown,nh_black,10-14,35-39,family,1
unknown,nh_black,10-14,40-44,family,1
unknown,nh_black,10-14,50-54,family,2
unknown,nh_black,10-14,unknown,unknown,2
unknown,nh_black,15-19,10-14,acquaintance,1
unknown,nh_black,15-19,10-14,family,1
unknown,nh_black,15-19,10-14,stranger,1
unknown,nh_black,15-19,10-14,unknown,2
unknown,nh_black,15-19,15-19,acquaintance,60
unknown,nh_black,15-19,15-19,family,3
unknown,nh_black,15-19,15-19,intimate,3
unknown,nh_black,15-19,15-19,stranger,9
unknown,nh_black,15-19,15-19,unknown,50
unknown,nh_black,15-19,20-24,acquaintance,21
unknown,nh_black,15-19,20-24,family,2
unknown,nh_black,15-19,20-24,intimate,2
unknown,nh_black,15-19,20-24,stranger,9
unknown,nh_black,15-19,20-24,unknown,36
unknown,nh_black,15-19,25-29,acquaintance,5
unknown,nh_black,15-19,25-29,family,2
unknown,nh_black,15-19,25-29,stranger,1
unknown,nh_black,15-19,25-29,unknown,8
unknown,nh_black,15-19,30-34,acquaintance,2
unknown,nh_black,15-19,30-34,unknown,3
unknown,nh_black,15-19,35-39,acquaintance,1
unknown,nh_black,15-19,35-39,family,2
unknown,nh_black,15-19,35-39,stranger,1
unknown,nh_black,15-19,35-39,unknown,1
unknown,nh_black,15-19,40-44,acquaintance,1
unknown,nh_black,15-19,40-44,family,1
unknown,nh_black,15-19,45-49,intimate,1
unknown,nh_black,15-19,45-49,unknown,1
unknown,nh_black,15-19,50-54,acquaintance,1
unknown,nh_black,15-19,50-54,family,1
unknown,nh_black,15-19,50-54,unknown,1
unknown,nh_black,15-19,60-64,family,1
unknown,nh_black,15-19,60-64,unknown,2
unknown,nh_black,15-19,unknown,acquaintance,4
unknown,nh_black,15-19,unknown,stranger,6
unknown,nh_black,15-19,unknown,unknown,35
unknown,nh_black,20-24,10-14,acquaintance,2
unknown,nh_black,20-24,10-14,unknown,1
unknown,nh_black,20-24,15-19,acquaintance,22
unknown,nh_black,20-24,15-19,family,2
unknown,nh_black,20-24,15-19,intimate,5
unknown,nh_black,20-24,15-19,stranger,7
unknown,nh_black,20-24,15-19,unknown,31
unknown,nh_black,20-24,20-24,acquaintance,54
unknown,nh_black,20-24,20-24,family,3
unknown,nh_black,20-24,20-24,intimate,15
unknown,nh_black,20-24,20-24,stranger,13
unknown,nh_black,20-24,20-24,unknown,46
unknown,nh_black,20-24,25-29,acquaintance,27
unknown,nh_black,20-24,25-29,family,3
unknown,nh_black,20-24,25-29,intimate,10
unknown,nh_black,20-24,25-29,stranger,6
unknown,nh_black,20-24,25-29,unknown,31
unknown,nh_black,20-24,30-34,acquaintance,6
unknown,nh_black,20-24,30-34,family,1
unknown,nh_black,20-24,30-34,stranger,6
unknown,nh_black,20-24,30-34,unknown,9
unknown,nh_black,20-24,35-39,acquaintance,3
unknown,nh_black,20-24,35-39,intimate,1
unknown,nh_black,20-24,35-39,stranger,6
unknown,nh_black,20-24,35-39,unknown,7
unknown,nh_black,20-24,40-44,family,1
unknown,nh_black,20-24,40-44,intimate,3
unknown,nh_black,20-24,40-44,stranger,1
unknown,nh_black,20-24,40-44,unknown,6
unknown,nh_black,20-24,45-49,acquaintance,1
unknown,nh_black,20-24,45-49,stranger,1
unknown,nh_black,20-24,45-49,unknown,3
unknown,nh_black,20-24,50-54,acquaintance,1
unknown,nh_black,20-24,50-54,family,2
unknown,nh_black,20-24,50-54,intimate,1
unknown,nh_black,20-24,50-54,stranger,1
unknown,nh_black,20-24,50-54,unknown,3
unknown,nh_black,20-24,55-59,acquaintance,1
unknown,nh_black,20-24,55-59,family,2
unknown,nh_black,20-24,55-59,unknown,4
unknown,nh_black,20-24,70-74,acquaintance,1
unknown,nh_black,20-24,85+,unknown,2
unknown,nh_black,20-24,unknown,acquaintance,7
unknown,nh_black,20-24,unknown,stranger,13
unknown,nh_black,20-24,unknown,unknown,70
unknown,nh_black,25-29,10-14,unknown,1
unknown,nh_black,25-29,15-19,acquaintance,10
unknown,nh_black,25-29,15-19,family,1
unknown,nh_black,25-29,15-19,intimate,2
unknown,nh_black,25-29,15-19,stranger,2
unknown,nh_black,25-29,15-19,unknown,12
unknown,nh_black,25-29,20-24,acquaintance,26
unknown,nh_black,25-29,20-24,family,4
unknown,nh_black,25-29,20-24,intimate,5
unknown,nh_black,25-29,20-24,stranger,9
unknown,nh_black,25-29,20-24,unknown,42
unknown,nh_black,25-29,25-29,acquaintance,37
unknown,nh_black,25-29,25-29,family,4
unknown,nh_black,25-29,25-29,intimate,17
unknown,nh_black,25-29,25-29,stranger,14
unknown,nh_black,25-29,25-29,unknown,33
unknown,nh_black,25-29,30-34,acquaintance,23
unknown,nh_black,25-29,30-34,family,2
unknown,nh_black,25-29,30-34,intimate,6
unknown,nh_black,25-29,30-34,stranger,11
unknown,nh_black,25-29,30-34,unknown,23
unknown,nh_black,25-29,35-39,acquaintance,7
unknown,nh_black,25-29,35-39,family,1
unknown,nh_black,25-29,35-39,intimate,6
unknown,nh_black,25-29,35-39,stranger,2
unknown,nh_black,25-29,35-39,unknown,10
unknown,nh_black,25-29,40-44,acquaintance,3
unknown,nh_black,25-29,40-44,stranger,3
unknown,nh_black,25-29,40-44,unknown,6
unknown,nh_black,25-29,45-49,acquaintance,3
unknown,nh_black,25-29,45-49,stranger,1
unknown,nh_black,25-29,45-49,unknown,3
unknown,nh_black,25-29,50-54,acquaintance,2
unknown,nh_black,25-29,50-54,stranger,1
unknown,nh_black,25-29,50-54,unknown,7
unknown,nh_black,25-29,55-59,acquaintance,2
unknown,nh_black,25-29,55-59,unknown,2
unknown,nh_black,25-29,60-64,family,1
unknown,nh_black,25-29,75-79,unknown,1
unknown,nh_black,25-29,unknown,acquaintance,8
unknown,nh_black,25-29,unknown,stranger,14
unknown,nh_black,25-29,unknown,unknown,44
unknown,nh_black,30-34,10-14,acquaintance,1
unknown,nh_black,30-34,10-14,unknown,1
unknown,nh_black,30-34,15-19,acquaintance,6
unknown,nh_black,30-34,15-19,family,4
unknown,nh_black,30-34,15-19,intimate,1
unknown,nh_black,30-34,15-19,stranger,2
unknown,nh_black,30-34,15-19,unknown,8
unknown,nh_black,30-34,20-24,acquaintance,13
unknown,nh_black,30-34,20-24,family,2
unknown,nh_black,30-34,20-24,stranger,7
unknown,nh_black,30-34,20-24,unknown,30
unknown,nh_black,30-34,25-29,acquaintance,19
unknown,nh_black,30-34,25-29,family,3
unknown,nh_black,30-34,25-29,intimate,4
unknown,nh_black,30-34,25-29,stranger,12
unknown,nh_black,30-34,25-29,unknown,19
unknown,nh_black,30-34,30-34,acquaintance,20
unknown,nh_black,30-34,30-34,family,4
unknown,nh_black,30-34,30-34,intimate,8
unknown,nh_black,30-34,30-34,stranger,9
unknown,nh_black,30-34,30-34,unknown,23
unknown,nh_black,30-34,35-39,acquaintance,19
unknown,nh_black,30-34,35-39,family,1
unknown,nh_black,30-34,35-39,intimate,7
unknown,nh_black,30-34,35-39,stranger,5
unknown,nh_black,30-34,35-39,unknown,8
unknown,nh_black,30-34,40-44,acquaintance,7
unknown,nh_black,30-34,40-44,family,1
unknown,nh_black,30-34,40-44,intimate,3
unknown,nh_black,30-34,40-44,stranger,6
unknown,nh_black,30-34,40-44,unknown,9
unknown,nh_black,30-34,45-49,acquaintance,6
unknown,nh_black,30-34,45-49,unknown,3
unknown,nh_black,30-34,50-54,acquaintance,3
unknown,nh_black,30-34,50-54,family,2
unknown,nh_black,30-34,50-54,intimate,1
unknown,nh_black,30-34,50-54,unknown,3
unknown,nh_black,30-34,55-59,acquaintance,1
unknown,nh_black,30-34,55-59,family,1
unknown,nh_black,30-34,55-59,stranger,1
unknown,nh_black,30-34,60-64,acquaintance,1
unknown,nh_black,30-34,60-64,family,1
unknown,nh_black,30-34,65-69,acquaintance,1
unknown,nh_black,30-34,65-69,family,1
unknown,nh_black,30-34,85+,unknown,2
unknown,nh_black,30-34,unknown,acquaintance,5
unknown,nh_black,30-34,unknown,intimate,1
unknown,nh_black,30-34,unknown,stranger,7
unknown,nh_black,30-34,unknown,unknown,53
unknown,nh_black,35-39,10-14,family,1
unknown,nh_black,35-39,10-14,stranger,1
unknown,nh_black,35-39,15-19,acquaintance,6
unknown,nh_black,35-39,15-19,family,4
unknown,nh_black,35-39,15-19,unknown,6
unknown,nh_black,35-39,20-24,acquaintance,9
unknown,nh_black,35-39,20-24,family,4
unknown,nh_black,35-39,20-24,stranger,10
unknown,nh_black,35-39,20-24,unknown,9
unknown,nh_black,35-39,25-29,acquaintance,15
unknown,nh_black,35-39,25-29,intimate,1
unknown,nh_black,35-39,25-29,stranger,4
unknown,nh_black,35-39,25-29,unknown,17
unknown,nh_black,35-39,30-34,acquaintance,10
unknown,nh_black,35-39,30-34,intimate,5
unknown,nh_black,35-39,30-34,stranger,6
unknown,nh_black,35-39,30-34,unknown,21
unknown,nh_black,35-39,35-39,acquaintance,13
unknown,nh_black,35-39,35-39,family,4
unknown,nh_black,35-39,35-39,intimate,6
unknown,nh_black,35-39,35-39,stranger,3
unknown,nh_black,35-39,35-39,unknown,17
unknown,nh_black,35-39,40-44,acquaintance,9
unknown,nh_black,35-39,40-44,family,1
unknown,nh_black,35-39,40-44,intimate,9
unknown,nh_black,35-39,40-44,stranger,2
unknown,nh_black,35-39,40-44,unknown,7
unknown,nh_black,35-39,45-49,acquaintance,6
unknown,nh_black,35-39,45-49,family,1
unknown,nh_black,35-39,45-49,intimate,1
unknown,nh_black,35-39,45-49,stranger,1
unknown,nh_black,35-39,45-49,unknown,5
unknown,nh_black,35-39,50-54,acquaintance,2
unknown,nh_black,35-39,50-54,intimate,2
unknown,nh_black,35-39,50-54,stranger,1
unknown,nh_black,35-39,50-54,unknown,7
unknown,nh_black,35-39,55-59,acquaintance,2
unknown,nh_black,35-39,55-59,intimate,2
unknown,nh_black,35-39,55-59,stranger,2
unknown,nh_black,35-39,55-59,unknown,6
unknown,nh_black,35-39,60-64,acquaintance,2
unknown,nh_black,35-39,60-64,family,1
unknown,nh_black,35-39,70-74,stranger,1
unknown,nh_black,35-39,unknown,acquaintance,3
unknown,nh_black,35-39,unknown,stranger,3
unknown,nh_black,35-39,unknown,unknown,31
unknown,nh_black,40-44,15-19,acquaintance,3
unknown,nh_black,40-44,15-19,family,5
unknown,nh_black,40-44,15-19,intimate,1
unknown,nh_black,40-44,15-19,stranger,2
unknown,nh_black,40-44,15-19,unknown,4
unknown,nh_black,40-44,20-24,acquaintance,8
unknown,nh_black,40-44,20-24,family,3
unknown,nh_black,40-44,20-24,stranger,3
unknown,nh_black,40-44,20-24,unknown,10
unknown,nh_black,40-44,25-29,acquaintance,6
unknown,nh_black,40-44,25-29,family,3
unknown,nh_black,40-44,25-29,stranger,5
unknown,nh_black,40-44,25-29,unknown,3
unknown,nh_black,40-44,30-34,acquaintance,6
unknown,nh_black,40-44,30-34,family,4
unknown,nh_black,40-44,30-34,intimate,6
unknown,nh_black,40-44,30-34,stranger,4
unknown,nh_black,40-44,30-34,unknown,10
unknown,nh_black,40-44,35-39,acquaintance,9
unknown,nh_black,40-44,35-39,family,2
unknown,nh_black,40-44,35-39,intimate,4
unknown,nh_black,40-44,35-39,stranger,2
unknown,nh_black,40-44,35-39,unknown,10
unknown,nh_black,40-44,40-44,acquaintance,9
unknown,nh_black,40-44,40-44,family,1
unknown,nh_black,40-44,40-44,intimate,7
unknown,nh_black,40-44,40-44,stranger,1
unknown,nh_black,40-44,40-44,unknown,7
unknown,nh_black,40-44,45-49,acquaintance,2
unknown,nh_black,40-44,45-49,family,1
unknown,nh_black,40-44,45-49,intimate,4
unknown,nh_black,40-44,45-49,stranger,2
unknown,nh_black,40-44,45-49,unknown,3
unknown,nh_black,40-44,50-54,acquaintance,2
unknown,nh_black,40-44,50-54,family,1
unknown,nh_black,40-44,50-54,intimate,6
unknown,nh_black,40-44,50-54,unknown,3
unknown,nh_black,40-44,55-59,acquaintance,1
unknown,nh_black,40-44,55-59,intimate,1
unknown,nh_black,40-44,55-59,stranger,1
unknown,nh_black,40-44,55-59,unknown,2
unknown,nh_black,40-44,60-64,acquaintance,1
unknown,nh_black,40-44,60-64,family,1
unknown,nh_black,40-44,60-64,intimate,1
unknown,nh_black,40-44,65-69,acquaintance,2
unknown,nh_black,40-44,65-69,stranger,1
unknown,nh_black,40-44,unknown,stranger,3
unknown,nh_black,40-44,unknown,unknown,20
unknown,nh_black,45-49,15-19,acquaintance,4
unknown,nh_black,45-49,15-19,family,2
unknown,nh_black,45-49,15-19,stranger,2
unknown,nh_black,45-49,15-19,unknown,1
unknown,nh_black,45-49,20-24,acquaintance,6
unknown,nh_black,45-49,20-24,family,3
unknown,nh_black,45-49,20-24,stranger,1
unknown,nh_black,45-49,20-24,unknown,5
unknown,nh_black,45-49,25-29,acquaintance,3
unknown,nh_black,45-49,25-29,family,3
unknown,nh_black,45-49,25-29,intimate,1
unknown,nh_black,45-49,25-29,unknown,6
unknown,nh_black,45-49,30-34,acquaintance,6
unknown,nh_black,45-49,30-34,family,2
unknown,nh_black,45-49,30-34,stranger,2
unknown,nh_black,45-49,30-34,unknown,5
unknown,nh_black,45-49,35-39,acquaintance,5
unknown,nh_black,45-49,35-39,family,1
unknown,nh_black,45-49,35-39,intimate,1
unknown,nh_black,45-49,35-39,stranger,2
unknown,nh_black,45-49,35-39,unknown,2
unknown,nh_black,45-49,40-44,acquaintance,6
unknown,nh_black,45-49,40-44,family,1
unknown,nh_black,45-49,40-44,intimate,4
unknown,nh_black,45-49,40-44,stranger,4
unknown,nh_black,45-49,40-44,unknown,2
unknown,nh_black,45-49,45-49,acquaintance,3
unknown,nh_black,45-49,45-49,family,1
unknown,nh_black,45-49,45-49,intimate,7
unknown,nh_black,45-49,45-49,stranger,1
unknown,nh_black,45-49,45-49,unknown,4
unknown,nh_black,45-49,50-54,acquaintance,2
unknown,nh_black,45-49,50-54,intimate,4
unknown,nh_black,45-49,50-54,unknown,1
unknown,nh_black,45-49,55-59,intimate,2
unknown,nh_black,45-49,55-59,stranger,1
unknown,nh_black,45-49,55-59,unknown,4
unknown,nh_black,45-49,60-64,acquaintance,2
unknown,nh_black,45-49,60-64,intimate,1
unknown,nh_black,45-49,70-74,acquaintance,1
unknown,nh_black,45-49,unknown,acquaintance,2
unknown,nh_black,45-49,unknown,stranger,1
unknown,nh_black,45-49,unknown,unknown,16
unknown,nh_black,5-9,10-14,acquaintance,2
unknown,nh_black,5-9,25-29,family,1
unknown,nh_black,5-9,30-34,family,1
unknown,nh_black,5-9,35-39,family,1
unknown,nh_black,5-9,45-49,family,1
unknown,nh_black,5-9,50-54,family,1
unknown,nh_black,5-9,55-59,family,1
unknown,nh_black,50-54,15-19,family,1
unknown,nh_black,50-54,15-19,unknown,2
unknown,nh_black,50-54,20-24,acquaintance,1
unknown,nh_black,50-54,20-24,family,1
unknown,nh_black,50-54,20-24,stranger,2
unknown,nh_black,50-54,20-24,unknown,6
unknown,nh_black,50-54,25-29,acquaintance,5
unknown,nh_black,50-54,25-29,family,5
unknown,nh_black,50-54,25-29,stranger,1
unknown,nh_black,50-54,25-29,unknown,8
unknown,nh_black,50-54,30-34,acquaintance,4
unknown,nh_black,50-54,30-34,family,2
unknown,nh_black,50-54,30-34,intimate,2
unknown,nh_black,50-54,30-34,stranger,1
unknown,nh_black,50-54,30-34,unknown,6
unknown,nh_black,50-54,35-39,acquaintance,3
unknown,nh_black,50-54,35-39,family,2
unknown,nh_black,50-54,35-39,intimate,1
unknown,nh_black,50-54,35-39,stranger,2
unknown,nh_black,50-54,35-39,unknown,5
unknown,nh_black,50-54,40-44,acquaintance,4
unknown,nh_black,50-54,40-44,intimate,1
unknown,nh_black,50-54,40-44,unknown,1
unknown,nh_black,50-54,45-49,acquaintance,4
unknown,nh_black,50-54,45-49,family,2
unknown,nh_black,50-54,45-49,intimate,2
unknown,nh_black,50-54,45-49,unknown,3
unknown,nh_black,50-54,50-54,acquaintance,4
unknown,nh_black,50-54,50-54,family,1
unknown,nh_black,50-54,50-54,intimate,4
unknown,nh_black,50-54,50-54,unknown,2
unknown,nh_black,50-54,55-59,acquaintance,2
unknown,nh_black,50-54,55-59,family,1
unknown,nh_black,50-54,55-59,intimate,3
unknown,nh_black,50-54,55-59,stranger,1
unknown,nh_black,50-54,55-59,unknown,2
unknown,nh_black,50-54,60-64,acquaintance,2
unknown,nh_black,50-54,60-64,intimate,2
unknown,nh_black,50-54,60-64,unknown,1
unknown,nh_black,50-54,70-74,intimate,1
unknown,nh_black,50-54,unknown,acquaintance,1
unknown,nh_black,50-54,unknown,stranger,2
unknown,nh_black,50-54,unknown,unknown,5
unknown,nh_black,55-59,10-14,family,1
unknown,nh_black,55-59,15-19,acquaintance,1
unknown,nh_black,55-59,15-19,stranger,2
unknown,nh_black,55-59,15-19,unknown,2
unknown,nh_black,55-59,20-24,acquaintance,1
unknown,nh_black,55-59,20-24,family,3
unknown,nh_black,55-59,20-24,unknown,3
unknown,nh_black,55-59,25-29,acquaintance,2
unknown,nh_black,55-59,25-29,family,2
unknown,nh_black,55-59,25-29,stranger,2
unknown,nh_black,55-59,25-29,unknown,2
unknown,nh_black,55-59,30-34,acquaintance,3
unknown,nh_black,55-59,30-34,family,7
unknown,nh_black,55-59,30-34,unknown,4
unknown,nh_black,55-59,35-39,acquaintance,2
unknown,nh_black,55-59,35-39,family,3
unknown,nh_black,55-59,35-39,intimate,1
unknown,nh_black,55-59,35-39,unknown,4
unknown,nh_black,55-59,40-44,acquaintance,2
unknown,nh_black,55-59,45-49,intimate,2
unknown,nh_black,55-59,45-49,unknown,3
unknown,nh_black,55-59,50-54,acquaintance,2
unknown,nh_black,55-59,50-54,family,1
unknown,nh_black,55-59,50-54,intimate,2
unknown,nh_black,55-59,50-54,stranger,2
unknown,nh_black,55-59,50-54,unknown,1
unknown,nh_black,55-59,55-59,acquaintance,3
unknown,nh_black,55-59,55-59,intimate,1
unknown,nh_black,55-59,55-59,unknown,2
unknown,nh_black,55-59,60-64,intimate,2
unknown,nh_black,55-59,60-64,unknown,3
unknown,nh_black,55-59,65-69,acquaintance,2
unknown,nh_black,55-59,65-69,unknown,1
unknown,nh_black,55-59,unknown,stranger,2
unknown,nh_black,55-59,unknown,unknown,6
unknown,nh_black,60-64,15-19,family,1
unknown,nh_black,60-64,20-24,acquaintance,2
unknown,nh_black,60-64,20-24,family,2
unknown,nh_black,60-64,20-24,stranger,2
unknown,nh_black,60-64,20-24,unknown,1
unknown,nh_black,60-64,25-29,acquaintance,1
unknown,nh_black,60-64,25-29,family,1
unknown,nh_black,60-64,25-29,stranger,2
unknown,nh_black,60-64,30-34,acquaintance,1
unknown,nh_black,60-64,30-34,family,3
unknown,nh_black,60-64,30-34,unknown,1
unknown,nh_black,60-64,35-39,acquaintance,2
unknown,nh_black,60-64,35-39,family,1
unknown,nh_black,60-64,35-39,unknown,2
unknown,nh_black,60-64,40-44,acquaintance,2
unknown,nh_black,60-64,40-44,family,1
unknown,nh_black,60-64,45-49,acquaintance,1
unknown,nh_black,60-64,45-49,stranger,1
unknown,nh_black,60-64,45-49,unknown,2
unknown,nh_black,60-64,50-54,intimate,1
unknown,nh_black,60-64,50-54,unknown,3
unknown,nh_black,60-64,55-59,acquaintance,1
unknown,nh_black,60-64,55-59,intimate,1
unknown,nh_black,60-64,55-59,unknown,2
unknown,nh_black,60-64,60-64,acquaintance,1
unknown,nh_black,60-64,60-64,intimate,1
unknown,nh_black,60-64,65-69,family,1
unknown,nh_black,60-64,65-69,unknown,1
unknown,nh_black,60-64,70-74,acquaintance,1
unknown,nh_black,60-64,unknown,stranger,2
unknown,nh_black,60-64,unknown,unknown,5
unknown,nh_black,65-69,15-19,unknown,1
unknown,nh_black,65-69,20-24,acquaintance,1
unknown,nh_black,65-69,20-24,family,1
unknown,nh_black,65-69,20-24,stranger,2
unknown,nh_black,65-69,20-24,unknown,4
unknown,nh_black,65-69,25-29,acquaintance,1
unknown,nh_black,65-69,25-29,stranger,1
unknown,nh_black,65-69,30-34,acquaintance,1
unknown,nh_black,65-69,30-34,family,1
unknown,nh_black,65-69,30-34,stranger,1
unknown,nh_black,65-69,30-34,unknown,2
unknown,nh_black,65-69,35-39,acquaintance,5
unknown,nh_black,65-69,35-39,family,4
unknown,nh_black,65-69,35-39,intimate,1
unknown,nh_black,65-69,35-39,stranger,1
unknown,nh_black,65-69,40-44,acquaintance,1
unknown,nh_black,65-69,40-44,intimate,1
unknown,nh_black,65-69,45-49,unknown,1
unknown,nh_black,65-69,50-54,acquaintance,1
unknown,nh_black,65-69,55-59,family,1
unknown,nh_black,65-69,55-59,unknown,1
unknown,nh_black,65-69,60-64,stranger,1
unknown,nh_black,65-69,60-64,unknown,1
unknown,nh_black,65-69,65-69,intimate,2
unknown,nh_black,65-69,80-84,acquaintance,1
unknown,nh_black,65-69,unknown,unknown,3
unknown,nh_black,70-74,20-24,acquaintance,1
unknown,nh_black,70-74,20-24,stranger,1
unknown,nh_black,70-74,25-29,acquaintance,1
unknown,nh_black,70-74,25-29,stranger,1
unknown,nh_black,70-74,25-29,unknown,1
unknown,nh_black,70-74,30-34,stranger,1
unknown,nh_black,70-74,30-34,unknown,1
unknown,nh_black,70-74,35-39,family,1
unknown,nh_black,70-74,40-44,family,2
unknown,nh_black,70-74,40-44,unknown,1
unknown,nh_black,70-74,45-49,family,2
unknown,nh_black,70-74,45-49,unknown,1
unknown,nh_black,70-74,50-54,acquaintance,1
unknown,nh_black,70-74,60-64,acquaintance,1
unknown,nh_black,70-74,60-64,intimate,1
unknown,nh_black,70-74,unknown,unknown,1
unknown,nh_black,75-79,30-34,acquaintance,1
unknown,nh_black,75-79,35-39,stranger,1
unknown,nh_black,75-79,40-44,acquaintance,1
unknown,nh_black,75-79,unknown,unknown,1
unknown,nh_black,80-84,55-59,family,1
unknown,nh_black,85+,25-29,unknown,1
unknown,nh_black,85+,40-44,unknown,1
unknown,nh_black,85+,50-54,family,1
unknown,nh_black,85+,85+,intimate,1
unknown,nh_black,unknown,10-14,family,1
unknown,nh_black,unknown,15-19,acquaintance,1
unknown,nh_black,unknown,15-19,unknown,1
unknown,nh_black,unknown,20-24,family,1
unknown,nh_black,unknown,25-29,family,2
unknown,nh_black,unknown,25-29,unknown,1
unknown,nh_black,unknown,45-49,unknown,1
unknown,nh_black,unknown,unknown,stranger,1
unknown,nh_black,unknown,unknown,unknown,2
unknown,nh_other,0-4,30-34,family,1
unknown,nh_other,0-4,35-39,family,1
unknown,nh_other,10-14,20-24,family,1
unknown,nh_other,15-19,15-19,acquaintance,2
unknown,nh_other,15-19,15-19,unknown,1
unknown,nh_other,15-19,20-24,acquaintance,1
unknown,nh_other,15-19,unknown,unknown,1
unknown,nh_other,20-24,10-14,stranger,1
unknown,nh_other,20-24,15-19,acquaintance,1
unknown,nh_other,20-24,20-24,acquaintance,1
unknown,nh_other,20-24,20-24,family,1
unknown,nh_other,20-24,25-29,acquaintance,2
unknown,nh_other,20-24,60-64,stranger,1
unknown,nh_other,20-24,65-69,intimate,1
unknown,nh_other,25-29,15-19,acquaintance,1
unknown,nh_other,25-29,20-24,family,1
unknown,nh_other,25-29,20-24,intimate,1
unknown,nh_other,25-29,20-24,unknown,1
unknown,nh_other,25-29,25-29,acquaintance,3
unknown,nh_other,25-29,25-29,family,1
unknown,nh_other,25-29,25-29,intimate,2
unknown,nh_other,25-29,25-29,unknown,2
unknown,nh_other,25-29,30-34,acquaintance,1
unknown,nh_other,25-29,30-34,family,1
unknown,nh_other,25-29,30-34,intimate,2
unknown,nh_other,25-29,30-34,unknown,1
unknown,nh_other,25-29,40-44,intimate,1
unknown,nh_other,25-29,40-44,stranger,1
unknown,nh_other,25-29,40-44,unknown,2
unknown,nh_other,25-29,unknown,stranger,2
unknown,nh_other,30-34,20-24,acquaintance,2
unknown,nh_other,30-34,20-24,family,1
unknown,nh_other,30-34,20-24,stranger,1
unknown,nh_other,30-34,25-29,acquaintance,1
unknown,nh_other,30-34,25-29,stranger,1
