MeasID,YEAR,CO,JUR,CNTYNAME,DATE,PLACE,CSD,MEASTYPE,LTR,BALQUEST,Orig_TYPE,RECTYPE,RECTYPENAME,Orig_TOPIC,RECTOPIC,RECTOPNAME,YES,NO,TOTAL,PERCENT,REQ,OUTCOME,PASSFAIL,Multi_CO,Multi_MeasID,YES_sum,NO_sum,Total_sum,Percent_sum,Outcome_sum,passfail_sum,typerec,topicrec,src_year,Passfail_sum,OTH,CO#,RECTOPICNAME,topcrec,MeasureID,TYPEREC,TOPICREC,MeasID_First,Ballotquestion,toprec,outcome,is_bond,is_tax,pct,passed,req,year,total,key,mkey,hisp_share,white_share,elf,pupils,share65,pp_current,wave,leaid
200600101.0,2006,4.0,3,BUTTE,2006-06-06,MARYSVILLE JOINT UNIFIED,0,M,H,"To improve the quality of education by repairing and modernizing worn-out local schools, such as repairing, upgrading or replacing roofs, heating/air conditioning and plumbing systems; constructing, acquiring, converting, furnishing and equipping school facilities; and to help qualify for State modernization and construction matching funds, shall the Marysville Joint Unified School District issue $37,000,000 of bonds at legal interest rates, with citizens' oversight, independent audits, and no money for administrators' salaries?",11.0,11,GO Bond,11.0,11,Education: Bonds,84.0,82,166.0,0.5060240963855421,F,2.0,FailF,1,200600164,5050.0,3759,8809.0,0.5732773300034056,1.0,PassF,10.0,10.0,2006,,,,,,,,,,,,,True,False,0.5060240963855421,0.0,F,2006,166.0,MARYSVILLE UNIFIED,MARYSVILLE UNIFIED,0.3600121728545344,0.4287888009738284,0.6693040567414559,9858.0,0.0973580663293985,10527.783120617249,2010,MARYSVILLE UNIFIED
200600102.0,2006,4.0,3,BUTTE,2006-06-06,OROVILLE CITY ELEMENTARY,0,M,A,"In order to complete construction at Ishi Hills Middle School, including building a gymnasium and multipurpose building with space for a basketball court, music classroom, theater, cafeteria, and kitchen, developing athletic fields and installing bleachers, constructing classrooms and school office space, and purchasing computers, desks, and chairs, shall the Oroville City Elementary School District issue $10 million in bonds at interest rates within legal limits and establish a Citizens' Oversight Committee to monitor all expenditures?",11.0,11,GO Bond,11.0,11,Education: Bonds,2697.0,3235,5932.0,0.45465273095077546,F,2.0,FailF,0,200600100,2697.0,3235,5932.0,0.45465273095077546,2.0,FailF,10.0,10.0,2006,,,,,,,,,,,,,True,False,0.45465273095077546,0.0,F,2006,5932.0,OROVILLE CITY ELEMENTARY,OROVILLE CITY ELEMENTARY,0.1549189596683,0.5461741424802111,0.6414594548284989,2653.0,0.1512795298099572,10393.959448269336,2010,OROVILLE CITY ELEMENTARY
200600103.0,2006,7.0,3,CONTRA COSTA,2006-06-06,BYRON UNION ELEMENTARY,0,M,C,"To improve the quality of education, shall Byron Union School District be authorized to renovate and modernize existing classrooms and school facilities, construct a library for school and community use, build additional classrooms to relieve overcrowding, make health and safety improvements and upgrade electrical systems to improve student access to computers and modern technology by issuing $19,700,000 in bonds within legal interest rates, with a citizens' oversight committee, annual audits and no money for administrator or teacher salaries?",11.0,11,GO Bond,11.0,11,Education: Bonds,1617.0,1150,2767.0,0.5843874232020239,F,1.0,PassF,0,200600101,1617.0,1150,2767.0,0.5843874232020239,1.0,PassF,10.0,10.0,2006,,,,,,,,,,,,,True,False,0.5843874232020239,1.0,F,2006,2767.0,BYRON UNION ELEMENTARY,BYRON UNION ELEMENTARY,0.1676646706586826,0.6736526946107785,0.5090896052206964,1670.0,0.1205219704354665,7949.339597369395,2010,BYRON UNION ELEMENTARY
200600105.0,2006,7.0,3,CONTRA COSTA,2006-06-06,JOHN SWETT UNIFIED,0,M,B,"To improve student reading, writing, math and science skills by recruiting and retaining highly qualified teachers and staff, restore programs and positions lost due to budget cuts, and benefit local schools, shall the John Swett Unified School District levy an annual special tax of $70 per residential parcel and a tax on commercial property in the amounts described in the voter pamphlet, for 5 years, with annual audits, independent oversight, and an exemption for homeowners 65 or older?",3.0,3,Property Tax,10.0,10,Education,1857.0,1024,2881.0,0.6445678583825061,T,2.0,FailT,0,200600103,1857.0,1024,2881.0,0.6445678583825061,2.0,FailT,1.0,10.0,2006,,,,,,,,,,,,,False,True,0.6445678583825061,0.0,T,2006,2881.0,JOHN SWETT UNIFIED,JOHN SWETT UNIFIED,0.3089337175792507,0.2109510086455331,0.7777046566286574,1735.0,0.1205219704354665,10141.829157938912,2010,JOHN SWETT UNIFIED
200600106.0,2006,9.0,3,EL DORADO,2006-06-06,MOTHER LODE UNION ELEMENTARY,0,M,A,"To improve safety conditions, repair and upgrade all neighborhood schools, shall the Mother Lode Union Elementary School District make health and safety improvements to student drop-off areas, expand parking areas, improve fields, eliminate asbestos, upgrade heating and cooling systems, and computer, electrical, and communication systems construct, acquire, repair, furnish and equip classrooms, sites and facilities by issuing $11,400,000 in bonds at legal interest rates, with guaranteed annual independent financial audits, citizen oversight, and no money for administrators' salaries?",11.0,11,GO Bond,11.0,11,Education: Bonds,2405.0,2104,4509.0,0.5333776890663118,F,2.0,FailF,0,200600104,2405.0,2104,4509.0,0.5333776890663118,2.0,FailF,10.0,10.0,2006,,,,,,,,,,,,,True,False,0.5333776890663118,0.0,F,2006,4509.0,MOTHER LODE UNION ELEMENTARY,MOTHER LODE UNION ELEMENTARY,0.2604081632653061,0.6783673469387755,0.4699068721366097,1225.0,0.1368254092363713,9261.499353717163,2010,MOTHER LODE UNION ELEMENTARY
200600108.0,2006,10.0,3,FRESNO,2006-06-06,KINGS CANYON JOINT UNIFIED,0,M,C,"To improve the quality of education, shall the Kings Canyon Joint Unified School District be authorized to construct a library media center at Reedley High, an Elementary School in Reedley, Orange Cove High music building, student support facilities including cafeterias/multipurpose buildings, make health and safety improvements, provide additional classrooms to reduce overcrowding, and qualify the District for $8,000,000 in State grants by issuing $32,000,000 in bonds within legal rates, with citizens' oversight, annual audits, and NO money for administrator salaries?",11.0,11,GO Bond,11.0,11,Education: Bonds,2515.0,2137,4652.0,0.540627687016337,F,2.0,FailF,1,200600156,2630.0,2267,4897.0,0.5370635082703696,2.0,FailF,10.0,10.0,2006,,,,,,,,,,,,,True,False,0.540627687016337,0.0,F,2006,4652.0,KINGS CANYON UNIFIED,KINGS CANYON UNIFIED,0.8447516641065028,0.118484383000512,0.27178858840719,9765.0,0.0986378090511976,10354.66719809355,2010,KINGS CANYON UNIFIED
200600109.0,2006,10.0,3,FRESNO,2006-06-06,KINGSBURG JOINT UNION HIGH,0,M,K,"To raise money for improvement projects at Kingsburg High School, including improvements to the Football Bowl, Old Gym, and softball fields; added parking; landscape beautification; upgrades and improvements on other athletic fields and school facilities; Little Theater upgrades and improvements; and other listed projects, shall the Kingsburg Joint Union High School District issue and sell up to $9,900,000 of bonds at not to exceed the maximum legal interest rate, with an oversight committee, and no money going for administrator salaries?",11.0,11,GO Bond,11.0,11,Education: Bonds,1374.0,911,2285.0,0.6013129102844639,F,1.0,PassF,1,200600158,1688.0,1209,2897.0,0.5826717293752157,1.0,PassF,10.0,10.0,2006,,,,,,,,,,,,,True,False,0.6013129102844639,1.0,F,2006,2285.0,KINGSBURG UNION HIGH,KINGSBURG UNION HIGH,0.5522904062229905,0.3846153846153846,0.5451421545154853,1157.0,0.0986378090511976,9239.51015118737,2010,KINGSBURG UNION HIGH
200600110.0,2006,10.0,3,FRESNO,2006-06-06,SANGER UNIFIED,0,M,S,"To add classrooms throughout the District,allow the District to access State matching funds, construct a new elementary school, acquire land for a future elementary, middle and high school, repair and upgrade classrooms and facilities, upgrade classroom electrical systems for modern technology, make health and safety improvements, retire facilities debt, shall the Sanger Unified School District issue $30,800,000 of bonds within legal interest rates, with citizen oversight, independent audits and No money for administrative salaries?",11.0,11,GO Bond,11.0,11,Education: Bonds,3298.0,1799,5097.0,0.6470472827153227,F,1.0,PassF,0,200600105,3298.0,1799,5097.0,0.6470472827153227,1.0,PassF,10.0,10.0,2006,,,,,,,,,,,,,True,False,0.6470472827153227,1.0,F,2006,5097.0,SANGER UNIFIED,SANGER UNIFIED,0.6886160714285714,0.1686197916666666,0.4842717696209344,10752.0,0.0986378090511976,10234.00268618127,2010,SANGER UNIFIED
200600112.0,2006,15.0,3,KERN,2006-06-06,ANTELOPE VALLEY UNION HIGH,0,M,E,"To raise educational standards; improve curriculum; acquire, construct and equip two new high schools to reduce overcrowding at Highland, Knight and Palmdale High Schools; upgrade and expand classrooms at Quartz Hill and Eastside High Schools; and add science labs at Lancaster High School, shall Antelope Valley Union High School District issue $177,500,000 of bonds at legal rates and appoint an Independent Citizens' Oversight Committee to maintain strict financial standards and monitor District spending of bond funds?",11.0,11,GO Bond,11.0,11,Education: Bonds,0.0,2,2.0,0.0,F,2.0,FailF,1,200600109,15105.0,13707,28812.0,0.5242607246980425,2.0,FailF,10.0,10.0,2006,,,,,,,,,,,,,True,False,0.0,0.0,F,2006,2.0,ANTELOPE VALLEY UNION HIGH,ANTELOPE VALLEY UNION HIGH,0.5307084802944334,0.2158411286612482,0.6310829713898272,26084.0,0.1051459400122317,9797.70221962549,2010,ANTELOPE VALLEY UNION HIGH
200600113.0,2006,15.0,3,KERN,2006-06-06,BEARDSLEY ELEMENTARY,0,M,B,"To repair and renovate classrooms and schools throughout the District and relieve student overcrowding by building new classrooms and educational facilities, shall the Beardsley School District issue $10.3 million of bonds at the lowest possible interest rates so long as spending is annually reviewed by an independent citizens' oversight committee, no money is used for administrative salaries and all funds are spent locally and can not be transferred to the State?",11.0,11,GO Bond,11.0,11,Education: Bonds,1444.0,939,2383.0,0.6059588753671842,F,1.0,PassF,0,200600106,1444.0,939,2383.0,0.6059588753671842,1.0,PassF,10.0,10.0,2006,,,,,,,,,,,,,True,False,0.6059588753671842,1.0,F,2006,2383.0,BEARDSLEY ELEMENTARY,BEARDSLEY ELEMENTARY,0.318475073313783,0.6099706744868035,0.5244819016004334,1705.0,0.088761335453412,9996.55075722478,2010,BEARDSLEY ELEMENTARY
200600114.0,2006,15.0,3,KERN,2006-06-06,FRUITVALE ELEMENTARY,0,M,C,"To repair, renovate, construct, acquire, and equip classrooms, educational buildings and school campuses throughout the District, and build new classrooms and educational facilities, shall the Fruitvale School District issue $29.8 million of bonds at current interest rates so long as spending is annually reviewed by an independent citizens' oversight committee and all funds are spent locally and cannot be transferred to the State?",11.0,11,GO Bond,11.0,11,Education: Bonds,2257.0,1752,4009.0,0.5629832876028935,F,1.0,PassF,0,200600107,2257.0,1752,4009.0,0.5629832876028935,1.0,PassF,10.0,10.0,2006,,,,,,,,,,,,,True,False,0.5629832876028935,1.0,F,2006,4009.0,FRUITVALE ELEMENTARY,FRUITVALE ELEMENTARY,0.3224915618287818,0.5498619208346118,0.5882047222876843,3259.0,0.088761335453412,8323.197847406846,2010,FRUITVALE ELEMENTARY
200600115.0,2006,15.0,3,KERN,2006-06-06,SIERRA SANDS UNIFIED,0,M,A,"To improve the quality of education, shall Sierra Sands Unified School District be authorized to upgrade, renovate, and modernize classrooms and facilities including upgrading plumbing systems, renovating restrooms, making health and safety improvements, repairing and replacing roofs, improving student access to computers and technology, constructing new classrooms, and qualifying the District for over $13,000,000 in State grants by issuing $50,500,000 in bonds within legal interest rates, with a citizens' oversight committee, annual audits and NO money for administrator salaries?",11.0,11,GO Bond,11.0,11,Education: Bonds,4687.0,2976,7663.0,0.6116403497324807,F,1.0,PassF,1,200600137,4710.0,3000,7710.0,0.6108949416342413,1.0,PassF,10.0,10.0,2006,,,,,,,,,,,,,True,False,0.6116403497324807,1.0,F,2006,7663.0,SIERRA SANDS UNIFIED,SIERRA SANDS UNIFIED,0.2293577981651376,0.6328363914373089,0.5403589940521281,5232.0,0.088761335453412,9958.586071864627,2010,SIERRA SANDS UNIFIED
200600116.0,2006,15.0,3,KERN,2006-06-06,STANDARD ELEMENTARY,0,M,D,"To improve the quality of education, shall Standard School District be authorized to upgrade, improve, construct, and modernize classrooms and school facilities including making health and safety improvements, renovating electrical systems to improve access to computers and technology, constructing new classrooms, upgrading restrooms and plumbing systems, and qualifying the District for $3,400,000 in State grants by issuing $28,000,000 in bonds within legal interest rates, with annual audits, a citizens' oversight committee and NO money for administrators' salaries?",11.0,11,GO Bond,11.0,11,Education: Bonds,2166.0,1176,3342.0,0.6481149012567325,F,1.0,PassF,0,200600108,2166.0,1176,3342.0,0.6481149012567325,1.0,PassF,10.0,10.0,2006,,,,,,,,,,,,,True,False,0.6481149012567325,1.0,F,2006,3342.0,STANDARD ELEMENTARY,STANDARD ELEMENTARY,0.2085324232081911,0.7430034129692833,0.4035119803375694,2930.0,0.088761335453412,9206.332050566709,2010,STANDARD ELEMENTARY
200600117.0,2006,16.0,3,KINGS,2006-06-06,KINGSBURG JOINT UNION HIGH,0,M,K,"To raise money for improvement projects at Kingsburg High School, including improvements to the Football Bowl, Old Gym, and softball fields; added parking; landscape beautification; upgrades and improvements on other athletic fields and school facilities; Little Theater upgrades and improvements; and other listed projects, shall the Kingsburg Joint Union High School District issue and see up to $9,900,000 of bonds at not to exceed the maximum legal interest rate, with an oversight committee, and no money going for administrator salaries?",11.0,11,GO Bond,11.0,11,Education: Bonds,58.0,74,132.0,0.4393939393939394,F,2.0,FailF,1,200600158,1688.0,1209,2897.0,0.5826717293752157,1.0,PassF,10.0,10.0,2006,,,,,,,,,,,,,True,False,0.4393939393939394,0.0,F,2006,132.0,KINGSBURG UNION HIGH,KINGSBURG UNION HIGH,0.5522904062229905,0.3846153846153846,0.5451421545154853,1157.0,0.0986378090511976,9239.51015118737,2010,KINGSBURG UNION HIGH
200600119.0,2006,19.0,3,LOS ANGELES,2006-06-06,ANTELOPE VALLEY UNION HIGH,0,M,E,"To raise educational standards; improve curriculum; acquire, construct and equip two new high schools to reduce overcrowding at Highland, Knight and Palmdale High Schools; upgrade and expand classrooms at Quartz Hill and Eastside High Schools; and add science labs at Lancaster High School, shall Antelope Valley Union High School District issue $177,500,000 of bonds at legal rates and appoint an Independent Citizens' Oversight Committee to maintain strict financial standards and monitor District spending of bond funds?",11.0,11,GO Bond,11.0,11,Education: Bonds,15105.0,13705,28810.0,0.5242971190558834,F,2.0,FailF,1,200600109,15105.0,13707,28812.0,0.5242607246980425,2.0,FailF,10.0,10.0,2006,,,,,,,,,,,,,True,False,0.5242971190558834,0.0,F,2006,28810.0,ANTELOPE VALLEY UNION HIGH,ANTELOPE VALLEY UNION HIGH,0.5307084802944334,0.2158411286612482,0.6310829713898272,26084.0,0.1051459400122317,9797.70221962549,2010,ANTELOPE VALLEY UNION HIGH
200600120.0,2006,19.0,3,LOS ANGELES,2006-06-06,COVINA-VALLEY UNIFIED,0,M,C,"To improve safety and learning in neighborhood schools and qualify for State matching funds, shall Covina-Valley Unified School District repair or replace deteriorating plumbing, restrooms, roofs, heating, ventilation, and electrical systems; upgrade classroom technology and computers, construct new library/media centers; and upgrade inadequate classrooms, equipment, school facilities and grounds; by issuing $66,000,000 of bonds at legal interest rates, with independent citizen oversight, no money for administrative salaries, and all funds staying local to benefit Covina-Valley schools?",11.0,11,GO Bond,11.0,11,Education: Bonds,5432.0,2440,7872.0,0.6900406504065041,F,1.0,PassF,0,200600110,5432.0,2440,7872.0,0.6900406504065041,1.0,PassF,10.0,10.0,2006,,,,,,,,,,,,,True,False,0.6900406504065041,1.0,F,2006,7872.0,COVINA VALLEY UNIFIED,COVINA VALLEY UNIFIED,0.732077371108075,0.1291435967498382,0.4383007049639226,13907.0,0.1051459400122317,9256.663447880415,2010,COVINA VALLEY UNIFIED
200600121.0,2006,19.0,3,LOS ANGELES,2006-06-06,HERMOSA BEACH CITY ELEMENTARY,0,M,A,"To help enhance student safety, and complete pending facilities projects and improve the educational environment by making repairs and improvements to existing schools in the District and providing new school facilities, shall the Hermosa Beach City School District issue up to $13,100,000 of bonds at the lowest available interest rates, extending the existing bond term by not more than 4 years, with spending reviewed by an independent citizens' oversight committee and no money to be used for administrative salaries?",11.0,11,GO Bond,11.0,11,Education: Bonds,1840.0,1813,3653.0,0.5036955926635642,F,2.0,FailF,0,200600111,1840.0,1813,3653.0,0.5036955926635642,2.0,FailF,10.0,10.0,2006,,,,,,,,,,,,,True,False,0.5036955926635642,0.0,F,2006,3653.0,HERMOSA BEACH CITY ELEMENTARY,HERMOSA BEACH CITY ELEMENTARY,0.2445125063808065,0.590096988259316,0.5822834154271811,1959.0,0.1051459400122317,5951.355003399211,2010,HERMOSA BEACH CITY ELEMENTARY
200600122.0,2006,19.0,3,LOS ANGELES,2006-06-06,LAS VIRGENES UNIFIED,0,M,G,"To maintain excellent local schools, repair and upgrade outdated science and technology facilities, classrooms and restrooms, replace aging trailers with modern classrooms, improve fire, security, and emergency systems, update computer and instructional technology, shall Las Virgenes Unified School District issue $128 million of bonds at legal rates to renovate, acquire, construct, repair and equip our local neighborhood schools, sites and facilities, with required independent financial audits, citizen oversight and no money for administrators’ salaries?",11.0,11,GO Bond,11.0,11,Education: Bonds,6643.0,3698,10341.0,0.6423943525771202,F,1.0,PassF,1,200600161,6865.0,3840,10705.0,0.641289117234937,1.0,PassF,10.0,10.0,2006,,,,,,,,,,,,,True,False,0.6423943525771202,1.0,F,2006,10341.0,LAS VIRGENES UNIFIED,LAS VIRGENES UNIFIED,0.082155709646274,0.794961818660581,0.3540467722110884,11393.0,0.1051459400122317,9964.103048154428,2010,LAS VIRGENES UNIFIED
200600123.0,2006,19.0,3,LOS ANGELES,2006-06-06,MONROVIA UNIFIED,0,M,M,"To improve student safety and provide quality education, shall Monrovia Unified School District upgrade Monrovia High School classrooms and library facilities to meet current standards and technology needs; upgrade electrical wiring for technology/security systems; install energy efficient classroom heating, cooling, ventilation systems; construct new science classrooms; construct, repair, acquire facilities, and classroom equipment, by issuing $45 million in bonds at legal rates, with guaranteed financial audits, citizen oversight, no money for administrators' salaries?",11.0,11,GO Bond,11.0,11,Education: Bonds,4301.0,2108,6409.0,0.6710875331564987,F,1.0,PassF,0,200600112,4301.0,2108,6409.0,0.6710875331564987,1.0,PassF,10.0,10.0,2006,,,,,,,,,,,,,True,False,0.6710875331564987,1.0,F,2006,6409.0,MONROVIA UNIFIED,MONROVIA UNIFIED,0.583375314861461,0.2453400503778337,0.587565712899926,5955.0,0.1051459400122317,10428.847882070831,2010,MONROVIA UNIFIED
200600124.0,2006,19.0,3,LOS ANGELES,2006-06-06,ROWLAND UNIFIED,0,M,R,"To repair and modernize all Rowland Unified School District schools; upgrade classrooms, science/computer labs, libraries; address building safety issues including - electrical capacity, deteriorating restrooms/plumbing and HVAC; acquire furniture, equipment, and make necessary improvements and construction to school facilities, shall the District issue $118,000,000 of bonds at interest rates within legal limits, providing annual audits, establishing a citizens' oversight committee to guarantee that all money raised benefits local children?",11.0,11,GO Bond,11.0,11,Education: Bonds,4775.0,1995,6770.0,0.705317577548006,F,1.0,PassF,1,200600121,4790.0,2014,6804.0,0.7039976484420929,1.0,PassF,10.0,10.0,2006,,,,,,,,,,,,,True,False,0.705317577548006,1.0,F,2006,6770.0,ROWLAND UNIFIED,ROWLAND UNIFIED,0.6324231430208135,0.0359620647953663,0.5132025629325854,15711.0,0.1051459400122317,10185.707334940522,2010,ROWLAND UNIFIED
200600125.0,2006,19.0,3,LOS ANGELES,2006-06-06,SNOWLINE JOINT UNIFIED,0,M,I,"To relieve overcrowding, improve student learning and safety, and qualify for State matching funds, shall Snowline Joint Unified School District construct 2 new elementary schools, a new middle school, and the first phase of a new high school; upgrade security and technology; and repair/upgrade inadequate classrooms and school facilities, equipment and grounds; by issuing $108,000,000 of bonds at legal interest rates, with independent citizen oversight, no money for administrative salaries, and all funds staying local to benefit Snowline schools?",11.0,11,GO Bond,11.0,11,Education: Bonds,17.0,11,28.0,0.6071428571428571,F,1.0,PassF,1,200600138,2840.0,2444,5284.0,0.5374716124148372,2.0,FailF,10.0,10.0,2006,,,,,,,,,,,,,True,False,0.6071428571428571,1.0,F,2006,28.0,SNOWLINE UNIFIED,SNOWLINE UNIFIED,0.3702722235605878,0.5156588773789448,0.5918349065722482,8302.0,0.0854526060359439,8598.522589325894,2010,SNOWLINE UNIFIED
200600126.0,2006,19.0,3,LOS ANGELES,2006-06-06,TORRANCE UNIFIED,0,M,T,"To bring all Torrance Unified School District buildings into compliance with current building safety/health codes, repair/renovate existing school facilities, rebuild two existing schools, remove asbestos, upgrade ventilation and fire alarm systems, install wiring for technology in classrooms and libraries, shall Torrance Unified School District issue $280 million of bonds at interest rates within the legal limit, with annual audits, citizen oversight, and no money for administrators' salaries?",11.0,11,GO Bond,11.0,11,Education: Bonds,12694.0,11000,23694.0,0.5357474466109564,F,2.0,FailF,0,200600113,12694.0,11000,23694.0,0.5357474466109564,2.0,FailF,10.0,10.0,2006,,,,,,,,,,,,,True,False,0.5357474466109564,0.0,F,2006,23694.0,TORRANCE UNIFIED,TORRANCE UNIFIED,0.2140746819860484,0.3128846942962659,0.7243786253135855,24370.0,0.1051459400122317,8441.76953274123,2010,TORRANCE UNIFIED
200600127.0,2006,19.0,3,LOS ANGELES,2006-06-06,WESTSIDE UNION ELEMENTARY,0,M,K,"To improve the quality of education, shall Westside Union School District be authorized to improve student access to computers and modern technology, modernize classrooms, construct additional elementary and middle schools, replace portable classrooms with permanent classrooms, improve health and safety, and make the District eligible to receive $21,000,000 in State-grants by issuing $67,500,000 in bonds within legal interest rates, with annual audits, a citizens' oversight committee and NO money for salaries?",11.0,11,GO Bond,11.0,11,Education: Bonds,4543.0,4109,8652.0,0.5250809061488673,F,2.0,FailF,0,200600114,4543.0,4109,8652.0,0.5250809061488673,2.0,FailF,10.0,10.0,2006,,,,,,,,,,,,,True,False,0.5250809061488673,0.0,F,2006,8652.0,WESTSIDE UNION ELEMENTARY,WESTSIDE UNION ELEMENTARY,0.3590935502614759,0.4152237071470075,0.6767708327354507,8605.0,0.1051459400122317,8530.943390945733,2010,WESTSIDE UNION ELEMENTARY
200600128.0,2006,20.0,3,MADERA,2006-06-06,BASS LAKE ELEMENTARY,0,M,R,"To improve the quality of education, shall the Bass Lake Joint Union Elementary School District repair or replace worn-out roofing, heating, ventilation, air conditioning systems, plumbing and restrooms; modernize classrooms and science labs; construct new classrooms; make other improvements to renovate the District's schools, and become eligible to receive $3,000,000 in State grants by issuing $15,000,000 in bonds, with interest within legal limits, annual audits, a citizens' oversight committee and NO money for administrators' salaries?",11.0,11,GO Bond,11.0,11,Education: Bonds,2213.0,1307,3520.0,0.6286931818181818,F,1.0,PassF,0,200600115,2213.0,1307,3520.0,0.6286931818181818,1.0,PassF,10.0,10.0,2006,,,,,,,,,,,,,True,False,0.6286931818181818,1.0,F,2006,3520.0,BASS LAKE ELEMENTARY,BASS LAKE ELEMENTARY,0.0781627719580983,0.8033843674456084,0.338804257698134,1241.0,0.1104387169094054,9289.925298986,2000,BASS LAKE ELEMENTARY
200600129.0,2006,20.0,3,MADERA,2006-06-06,GOLDEN VALLEY UNIFIED,0,M,S,"To accommodate growing student population by completing Liberty High School, including new science labs, classrooms, constructing, equipping a permanent Ranchos Middle School, upgrading elementary schools, plumbing, restrooms, wiring for computer technology, repairing classrooms, improving safety and handicap accessibility, acquiring sites, shall Golden Valley Unified School District issue $70 million in bonds at legal rates, with citizens' oversight, independent audits, no money for administrators' salaries?",11.0,11,GO Bond,11.0,11,Education: Bonds,1438.0,1034,2472.0,0.5817152103559871,F,1.0,PassF,0,200600116,1438.0,1034,2472.0,0.5817152103559871,1.0,PassF,10.0,10.0,2006,,,,,,,,,,,,,True,False,0.5817152103559871,1.0,F,2006,2472.0,GOLDEN VALLEY UNIFIED,GOLDEN VALLEY UNIFIED,0.3177570093457944,0.5784008307372793,0.5594100083138427,1926.0,0.1116097415695352,9408.47723745532,2010,GOLDEN VALLEY UNIFIED
200600131.0,2006,21.0,3,MARIN,2006-06-06,ROSS ELEMENTARY,0,M,B,"To provide financing for improvements to elementary classrooms and other facilities at Ross School (many 60+ years old), including (1) mitigating flood risk, (2) meeting current earthquake safety codes, (3) rectifying substandard heating, ventilation, plumbing, roofing and electrical systems, and (4) providing energy efficiency, shall Ross Elementary School District be authorized to issue bonds up to $15,000,000 at interest rates within the legal limit, with a citizens' oversight committee to monitor bond expenditures and review financial audits?",11.0,11,GO Bond,11.0,11,Education: Bonds,976.0,261,1237.0,0.7890056588520614,T,1.0,PassT,0,200600117,976.0,261,1237.0,0.7890056588520614,1.0,PassT,10.0,10.0,2006,,,,,,,,,,,,,True,False,0.7890056588520614,1.0,T,2006,1237.0,ROSS ELEMENTARY,ROSS ELEMENTARY,0.0417827298050139,0.9164345403899722,0.157245831425889,359.0,0.1584185099818584,18016.59527247688,2010,ROSS ELEMENTARY
200600132.0,2006,21.0,3,MARIN,2006-06-06,TAMALPAIS UNION HIGH,0,M,A,"To provide funding to complete a District-wide facility modernization program, including technology upgrades and classroom renovation and reconstruction, and bring all facilities up to District standards, shall the Tamalpais Union High School District be authorized to issue $79.92 million in bonds at interest rates within the legal limit to improve school sites as specified in the District's Bond Project List, and establish a Citizens' Oversight Committee to monitor all expenditures?",11.0,11,GO Bond,11.0,11,Education: Bonds,23420.0,11600,35020.0,0.6687607081667618,F,1.0,PassF,0,200600118,23420.0,11600,35020.0,0.6687607081667618,1.0,PassF,10.0,10.0,2006,,,,,,,,,,,,,True,False,0.6687607081667618,1.0,F,2006,35020.0,TAMALPAIS UNION HIGH,TAMALPAIS UNION HIGH,0.0735140771637122,0.7849322210636079,0.3712568542788206,3836.0,0.1584185099818584,17318.550988365958,2010,TAMALPAIS UNION HIGH
200600133.0,2006,24.0,3,MERCED,2006-06-06,WEAVER UNION,0,M,B,"To improve the quality of education, shall Weaver Union School District be authorized to construct a new elementary school and additional classrooms to relieve overcrowding, modernize existing school facilities, construct additional restrooms, provide science labs, improve access to computers and technology, make health and safety improvements, and qualify the District for up to $16,500,000 in state grants by issuing $9,800,000 in bonds within legal rates, with a citizens' oversight committee, annual audits, and NO money for administrator salaries?",11.0,11,GO Bond,11.0,11,Education: Bonds,533.0,317,850.0,0.6270588235294118,F,1.0,PassF,0,200600119,533.0,317,850.0,0.6270588235294118,1.0,PassF,10.0,10.0,2006,,,,,,,,,,,,,True,False,0.6270588235294118,1.0,F,2006,850.0,WEAVER UNION,WEAVER UNION,0.601171875,0.12421875,0.5836648559570312,2560.0,0.0902915448406256,8449.949329591518,2010,WEAVER UNION
200600134.0,2006,27.0,3,MONTEREY,2006-06-06,AROMAS/SAN JUAN UNIFIED,0,M,N,"School Repair Measure. To improve safety conditions of neighborhood schools, replace relocatable classrooms and to construct, acquire, upgrade and equip classrooms, facilities and sites, shall Aromas-San Juan Unified School District issue $23,500,000 of bonds at legal interest rates, maintain its Citizen's Oversight Committee and enforce strict financial accountability guidelines to guarantee that no bond money used for salaries or other operating expenses?",11.0,11,GO Bond,11.0,11,Education: Bonds,339.0,351,690.0,0.49130434782608695,F,2.0,FailF,1,200600150,981.0,1042,2023.0,0.4849233811171527,2.0,FailF,10.0,10.0,2006,,,,,,,,,,,,,True,False,0.49130434782608695,0.0,F,2006,690.0,AROMAS SAN JUAN UNIFIED,AROMAS SAN JUAN UNIFIED,0.5011746280344558,0.1534847298355521,0.6133673958088683,1277.0,0.0941239080966013,11817.937071445194,2010,AROMAS SAN JUAN UNIFIED
