county_fips,cbsa,cbsa_title,is_metro
22045,29180,"Lafayette, LA",1
22047,12940,"Baton Rouge, LA",1
22051,35380,"New Orleans-Metairie, LA",1
22055,29180,"Lafayette, LA",1
22057,26380,"Houma-Thibodaux, LA",1
22061,40820,"Ruston, LA",0
22063,12940,"Baton Rouge, LA",1
22067,12820,"Bastrop, LA",0
22069,35060,"Natchitoches, LA",0
22071,35380,"New Orleans-Metairie, LA",1
22073,33740,"Monroe, LA",1
22075,35380,"New Orleans-Metairie, LA",1
22077,12940,"Baton Rouge, LA",1
22079,10780,"Alexandria, LA",1
22087,35380,"New Orleans-Metairie, LA",1
22089,35380,"New Orleans-Metairie, LA",1
22091,12940,"Baton Rouge, LA",1
22093,35380,"New Orleans-Metairie, LA",1
22095,35380,"New Orleans-Metairie, LA",1
22097,36660,"Opelousas, LA",0
22099,29180,"Lafayette, LA",1
22101,34020,"Morgan City, LA",0
22103,35380,"New Orleans-Metairie, LA",1
22105,25220,"Hammond, LA",1
22109,26380,"Houma-Thibodaux, LA",1
22111,33740,"Monroe, LA",1
22113,29180,"Lafayette, LA",1
22115,22860,"Fort Polk South, LA",0
22117,14220,"Bogalusa, LA",0
22119,43340,"Shreveport-Bossier City, LA",1
22121,12940,"Baton Rouge, LA",1
22125,12940,"Baton Rouge, LA",1
23001,30340,"Lewiston-Auburn, ME",1
23005,38860,"Portland-South Portland, ME",1
23011,12300,"Augusta-Waterville, ME",0
23019,12620,"Bangor, ME",1
23023,38860,"Portland-South Portland, ME",1
23031,38860,"Portland-South Portland, ME",1
24001,19060,"Cumberland, MD-WV",1
24003,12580,"Baltimore-Columbia-Towson, MD",1
24005,12580,"Baltimore-Columbia-Towson, MD",1
24009,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1
24013,12580,"Baltimore-Columbia-Towson, MD",1
24015,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1
24017,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1
24019,15700,"Cambridge, MD",0
24021,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1
24025,12580,"Baltimore-Columbia-Towson, MD",1
24027,12580,"Baltimore-Columbia-Towson, MD",1
24031,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1
24033,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1
24035,12580,"Baltimore-Columbia-Towson, MD",1
24037,15680,"California-Lexington Park, MD",1
24039,41540,"Salisbury, MD-DE",1
24041,20660,"Easton, MD",0
24043,25180,"Hagerstown-Martinsburg, MD-WV",1
24045,41540,"Salisbury, MD-DE",1
24047,41540,"Salisbury, MD-DE",1
24510,12580,"Baltimore-Columbia-Towson, MD",1
25001,12700,"Barnstable Town, MA",1
25003,38340,"Pittsfield, MA",1
25005,39300,"Providence-Warwick, RI-MA",1
25007,47240,"Vineyard Haven, MA",0
25009,14460,"Boston-Cambridge-Newton, MA-NH",1
25011,24640,"Greenfield Town, MA",0
25013,44140,"Springfield, MA",1
25015,44140,"Springfield, MA",1
25017,14460,"Boston-Cambridge-Newton, MA-NH",1
25021,14460,"Boston-Cambridge-Newton, MA-NH",1
25023,14460,"Boston-Cambridge-Newton, MA-NH",1
25025,14460,"Boston-Cambridge-Newton, MA-NH",1
25027,49340,"Worcester, MA-CT",1
26005,26090,"Holland, MI",0
26007,10980,"Alpena, MI",0
26015,24340,"Grand Rapids-Wyoming, MI",1
26017,13020,"Bay City, MI",1
26019,45900,"Traverse City, MI",0
26021,35660,"Niles-Benton Harbor, MI",1
26023,17740,"Coldwater, MI",0
26025,12980,"Battle Creek, MI",1
26027,43780,"South Bend-Mishawaka, IN-MI",1
26033,42300,"Sault Ste. Marie, MI",0
26037,29620,"Lansing-East Lansing, MI",1
26041,21540,"Escanaba, MI",0
26043,27020,"Iron Mountain, MI-WI",0
26045,29620,"Lansing-East Lansing, MI",1
26049,22420,"Flint, MI",1
26055,45900,"Traverse City, MI",0
26057,10940,"Alma, MI",0
26059,25880,"Hillsdale, MI",0
26061,26340,"Houghton, MI",0
26065,29620,"Lansing-East Lansing, MI",1
26067,26960,"Ionia, MI",0
26073,34380,"Mount Pleasant, MI",0
26075,27100,"Jackson, MI",1
26077,28020,"Kalamazoo-Portage, MI",1
26079,45900,"Traverse City, MI",0
26081,24340,"Grand Rapids-Wyoming, MI",1
26083,26340,"Houghton, MI",0
26087,19820,"Detroit-Warren-Dearborn, MI",1
26089,45900,"Traverse City, MI",0
26091,10300,"Adrian, MI",0
26093,19820,"Detroit-Warren-Dearborn, MI",1
26099,19820,"Detroit-Warren-Dearborn, MI",1
26103,32100,"Marquette, MI",0
26105,31220,"Ludington, MI",0
26107,13660,"Big Rapids, MI",0
26109,31940,"Marinette, WI-MI",0
26111,33220,"Midland, MI",1
26113,15620,"Cadillac, MI",0
26115,33780,"Monroe, MI",1
26117,24340,"Grand Rapids-Wyoming, MI",1
26121,34740,"Muskegon, MI",1
26125,19820,"Detroit-Warren-Dearborn, MI",1
26139,24340,"Grand Rapids-Wyoming, MI",1
26145,40980,"Saginaw, MI",1
26147,19820,"Detroit-Warren-Dearborn, MI",1
26149,44780,"Sturgis, MI",0
26155,37020,"Owosso, MI",0
26159,28020,"Kalamazoo-Portage, MI",1
26161,11460,"Ann Arbor, MI",1
26163,19820,"Detroit-Warren-Dearborn, MI",1
26165,15620,"Cadillac, MI",0
27003,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1
27007,13420,"Bemidji, MN",0
27009,41060,"St. Cloud, MN",1
27013,31860,"Mankato-North Mankato, MN",1
27015,35580,"New Ulm, MN",0
27017,20260,"Duluth, MN-WI",1
27019,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1
27021,14660,"Brainerd, MN",0
27025,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1
27027,22020,"Fargo, ND-MN",1
27035,14660,"Brainerd, MN",0
27037,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1
27039,40340,"Rochester, MN",1
27041,10820,"Alexandria, MN",0
27045,40340,"Rochester, MN",1
27047,10660,"Albert Lea, MN",0
27049,39860,"Red Wing, MN",0
27053,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1
27055,29100,"La Crosse-Onalaska, WI-MN",1
27059,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1
27067,48820,"Willmar, MN",0
27079,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1
27083,32140,"Marshall, MN",0
27085,26780,"Hutchinson, MN",0
27095,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1
27099,12380,"Austin, MN",0
27103,31860,"Mankato-North Mankato, MN",1
27105,49380,"Worthington, MN",0
27109,40340,"Rochester, MN",1
27111,22260,"Fergus Falls, MN",0
27119,24220,"Grand Forks, ND-MN",1
27123,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1
27131,22060,"Faribault-Northfield, MN",0
27137,20260,"Duluth, MN-WI",1
27139,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1
27141,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1
27143,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1
27145,41060,"St. Cloud, MN",1
27147,36940,"Owatonna, MN",0
27157,40340,"Rochester, MN",1
27163,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1
27167,47420,"Wahpeton, ND-MN",0
27169,49100,"Winona, MN",0
27171,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1
28001,35020,"Natchez, MS-LA",0
28003,18420,"Corinth, MS",0
28005,32620,"McComb, MS",0
28009,32820,"Memphis, TN-MS-AR",1
28011,17380,"Cleveland, MS",0
28015,24900,"Greenwood, MS",0
28021,46980,"Vicksburg, MS",0
28023,32940,"Meridian, MS",0
28027,17260,"Clarksdale, MS",0
28029,27140,"Jackson, MS",1
28033,32820,"Memphis, TN-MS-AR",1
28035,25620,"Hattiesburg, MS",1
28043,24980,"Grenada, MS",0
28045,25060,"Gulfport-Biloxi-Pascagoula, MS",1
28047,25060,"Gulfport-Biloxi-Pascagoula, MS",1
28049,27140,"Jackson, MS",1
28057,46180,"Tupelo, MS",0
28059,25060,"Gulfport-Biloxi-Pascagoula, MS",1
28061,29860,"Laurel, MS",0
28067,29860,"Laurel, MS",0
28069,32940,"Meridian, MS",0
28071,37060,"Oxford, MS",0
28073,25620,"Hattiesburg, MS",1
28075,32940,"Meridian, MS",0
28081,46180,"Tupelo, MS",0
28083,24900,"Greenwood, MS",0
28085,15020,"Brookhaven, MS",0
28087,18060,"Columbus, MS",0
28089,27140,"Jackson, MS",1
28093,32820,"Memphis, TN-MS-AR",1
28105,44260,"Starkville, MS",0
28109,38100,"Picayune, MS",0
28111,25620,"Hattiesburg, MS",1
28113,32620,"McComb, MS",0
28115,46180,"Tupelo, MS",0
28121,27140,"Jackson, MS",1
28127,27140,"Jackson, MS",1
28133,26940,"Indianola, MS",0
28137,32820,"Memphis, TN-MS-AR",1
28143,32820,"Memphis, TN-MS-AR",1
28149,46980,"Vicksburg, MS",0
28151,24740,"Greenville, MS",0
28163,27140,"Jackson, MS",1
29001,28860,"Kirksville, MO",0
29003,41140,"St. Joseph, MO-KS",1
29007,33020,"Mexico, MO",0
29013,28140,"Kansas City, MO-KS",1
29017,16020,"Cape Girardeau, MO-IL",1
29019,17860,"Columbia, MO",1
29021,41140,"St. Joseph, MO-KS",1
29023,38740,"Poplar Bluff, MO",0
29025,28140,"Kansas City, MO-KS",1
29027,27620,"Jefferson City, MO",1
29031,16020,"Cape Girardeau, MO-IL",1
29037,28140,"Kansas City, MO-KS",1
29043,44180,"Springfield, MO",1
29045,22800,"Fort Madison-Keokuk, IA-IL-MO",0
29047,28140,"Kansas City, MO-KS",1
29049,28140,"Kansas City, MO-KS",1
29051,27620,"Jefferson City, MO",1
29059,44180,"Springfield, MO",1
29063,41140,"St. Joseph, MO-KS",1
29069,28380,"Kennett, MO",0
29071,41180,"St. Louis, MO-IL",1
29077,44180,"Springfield, MO",1
29091,48460,"West Plains, MO",0
29095,28140,"Kansas City, MO-KS",1
29097,27900,"Joplin, MO",1
29099,41180,"St. Louis, MO-IL",1
29101,47660,"Warrensburg, MO",0
29105,30060,"Lebanon, MO",0
29107,28140,"Kansas City, MO-KS",1
29111,39500,"Quincy, IL-MO",0
29113,41180,"St. Louis, MO-IL",1
29119,22220,"Fayetteville-Springdale-Rogers, AR-MO",1
29127,25300,"Hannibal, MO",0
29135,27620,"Jefferson City, MO",1
29145,27900,"Joplin, MO",1
29147,32340,"Maryville, MO",0
29151,27620,"Jefferson City, MO",1
29159,42740,"Sedalia, MO",0
29161,40620,"Rolla, MO",0
29165,28140,"Kansas City, MO-KS",1
29167,44180,"Springfield, MO",1
29169,22780,"Fort Leonard Wood, MO",0
29173,25300,"Hannibal, MO",0
29175,33620,"Moberly, MO",0
29177,28140,"Kansas City, MO-KS",1
29183,41180,"St. Louis, MO-IL",1
29187,22100,"Farmington, MO",0
29189,41180,"St. Louis, MO-IL",1
29195,32180,"Marshall, MO",0
29197,28860,"Kirksville, MO",0
29201,43460,"Sikeston, MO",0
29209,14700,"Branson, MO",0
29213,14700,"Branson, MO",0
29219,41180,"St. Louis, MO-IL",1
29225,44180,"Springfield, MO",1
29510,41180,"St. Louis, MO-IL",1
30009,13740,"Billings, MT",1
30013,24500,"Great Falls, MT",1
30029,28060,"Kalispell, MT",0
30031,14580,"Bozeman, MT",0
30037,13740,"Billings, MT",1
30043,25740,"Helena, MT",0
30049,25740,"Helena, MT",0
30063,33540,"Missoula, MT",1
30093,15580,"Butte-Silver Bow, MT",0
30111,13740,"Billings, MT",1
31001,25580,"Hastings, NE",0
31007,42420,"Scottsbluff, NE",0
31019,28260,"Kearney, NE",0
31025,36540,"Omaha-Council Bluffs, NE-IA",1
31043,43580,"Sioux City, IA-NE-SD",1
31047,30420,"Lexington, NE",0
31051,43580,"Sioux City, IA-NE-SD",1
31053,23340,"Fremont, NE",0
31055,36540,"Omaha-Council Bluffs, NE-IA",1
31067,13100,"Beatrice, NE",0
31073,30420,"Lexington, NE",0
31079,24260,"Grand Island, NE",1
31081,24260,"Grand Island, NE",1
31093,24260,"Grand Island, NE",1
31099,28260,"Kearney, NE",0
31109,30700,"Lincoln, NE",1
31111,35820,"North Platte, NE",0
31113,35820,"North Platte, NE",0
31117,35820,"North Platte, NE",0
31119,35740,"Norfolk, NE",0
31121,24260,"Grand Island, NE",1
31139,35740,"Norfolk, NE",0
31141,18100,"Columbus, NE",0
31153,36540,"Omaha-Council Bluffs, NE-IA",1
31155,36540,"Omaha-Council Bluffs, NE-IA",1
31157,42420,"Scottsbluff, NE",0
31159,30700,"Lincoln, NE",1
31165,42420,"Scottsbluff, NE",0
31167,35740,"Norfolk, NE",0
31177,36540,"Omaha-Council Bluffs, NE-IA",1
32001,21980,"Fallon, NV",0
32003,29820,"Las Vegas-Henderson-Paradise, NV",1
32005,23820,"Gardnerville Ranchos, NV",0
32007,21220,"Elko, NV",0
32011,21220,"Elko, NV",0
32013,49080,"Winnemucca, NV",0
32019,22280,"Fernley, NV",0
32023,37220,"Pahrump, NV",0
32029,39900,"Reno, NV",1
32031,39900,"Reno, NV",1
32510,16180,"Carson City, NV",1
33001,29060,"Laconia, NH",0
33005,28300,"Keene, NH",0
33007,13620,"Berlin, NH-VT",0
33009,17200,"Claremont-Lebanon, NH-VT",0
33011,31700,"Manchester-Nashua, NH",1
33013,18180,"Concord, NH",0
33015,14460,"Boston-Cambridge-Newton, MA-NH",1
33017,14460,"Boston-Cambridge-Newton, MA-NH",1
33019,17200,"Claremont-Lebanon, NH-VT",0
34001,12100,"Atlantic City-Hammonton, NJ",1
34003,35620,"New York-Newark-Jersey City, NY-NJ-PA",1
34005,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1
34007,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1
34009,36140,"Ocean City, NJ",1
34011,47220,"Vineland-Bridgeton, NJ",1
34013,35620,"New York-Newark-Jersey City, NY-NJ-PA",1
34015,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1
34017,35620,"New York-Newark-Jersey City, NY-NJ-PA",1
34019,35620,"New York-Newark-Jersey City, NY-NJ-PA",1
34021,45940,"Trenton, NJ",1
34023,35620,"New York-Newark-Jersey City, NY-NJ-PA",1
34025,35620,"New York-Newark-Jersey City, NY-NJ-PA",1
34027,35620,"New York-Newark-Jersey City, NY-NJ-PA",1
34029,35620,"New York-Newark-Jersey City, NY-NJ-PA",1
34031,35620,"New York-Newark-Jersey City, NY-NJ-PA",1
34033,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1
34035,35620,"New York-Newark-Jersey City, NY-NJ-PA",1
34037,35620,"New York-Newark-Jersey City, NY-NJ-PA",1
34039,35620,"New York-Newark-Jersey City, NY-NJ-PA",1
34041,10900,"Allentown-Bethlehem-Easton, PA-NJ",1
35001,10740,"Albuquerque, NM",1
35005,40740,"Roswell, NM",0
35006,24380,"Grants, NM",0
35009,17580,"Clovis, NM",0
35013,29740,"Las Cruces, NM",1
35015,16100,"Carlsbad-Artesia, NM",0
35017,43500,"Silver City, NM",0
35025,26020,"Hobbs, NM",0
35028,31060,"Los Alamos, NM",0
35029,19700,"Deming, NM",0
35031,23700,"Gallup, NM",0
35035,10460,"Alamogordo, NM",0
35039,21580,"Española, NM",0
35041,38780,"Portales, NM",0
35043,10740,"Albuquerque, NM",1
35045,22140,"Farmington, NM",1
35047,29780,"Las Vegas, NM",0
35049,42140,"Santa Fe, NM",1
35055,45340,"Taos, NM",0
35057,10740,"Albuquerque, NM",1
35061,10740,"Albuquerque, NM",1
36001,10580,"Albany-Schenectady-Troy, NY",1
36005,35620,"New York-Newark-Jersey City, NY-NJ-PA",1
36007,13780,"Binghamton, NY",1
36009,36460,"Olean, NY",0
36011,12180,"Auburn, NY",0
36013,27460,"Jamestown-Dunkirk-Fredonia, NY",0
36015,21300,"Elmira, NY",1
36019,38460,"Plattsburgh, NY",0
36021,26460,"Hudson, NY",0
36023,18660,"Cortland, NY",0
36027,35620,"New York-Newark-Jersey City, NY-NJ-PA",1
36029,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",1
36033,31660,"Malone, NY",0
36035,24100,"Gloversville, NY",0
36037,12860,"Batavia, NY",0
36043,46540,"Utica-Rome, NY",1
36045,48060,"Watertown-Fort Drum, NY",1
36047,35620,"New York-Newark-Jersey City, NY-NJ-PA",1
36051,40380,"Rochester, NY",1
36053,45060,"Syracuse, NY",1
36055,40380,"Rochester, NY",1
36057,11220,"Amsterdam, NY",0
36059,35620,"New York-Newark-Jersey City, NY-NJ-PA",1
36061,35620,"New York-Newark-Jersey City, NY-NJ-PA",1
36063,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",1
36065,46540,"Utica-Rome, NY",1
36067,45060,"Syracuse, NY",1
36069,40380,"Rochester, NY",1
36071,35620,"New York-Newark-Jersey City, NY-NJ-PA",1
36073,40380,"Rochester, NY",1
36075,45060,"Syracuse, NY",1
36077,36580,"Oneonta, NY",0
36079,35620,"New York-Newark-Jersey City, NY-NJ-PA",1
36081,35620,"New York-Newark-Jersey City, NY-NJ-PA",1
36083,10580,"Albany-Schenectady-Troy, NY",1
36085,35620,"New York-Newark-Jersey City, NY-NJ-PA",1
36087,35620,"New York-Newark-Jersey City, NY-NJ-PA",1
36089,36300,"Ogdensburg-Massena, NY",0
36091,10580,"Albany-Schenectady-Troy, NY",1
36093,10580,"Albany-Schenectady-Troy, NY",1
36095,10580,"Albany-Schenectady-Troy, NY",1
36099,42900,"Seneca Falls, NY",0
36101,18500,"Corning, NY",0
36103,35620,"New York-Newark-Jersey City, NY-NJ-PA",1
36107,13780,"Binghamton, NY",1
36109,27060,"Ithaca, NY",1
36111,28740,"Kingston, NY",1
36113,24020,"Glens Falls, NY",1
36115,24020,"Glens Falls, NY",1
36117,40380,"Rochester, NY",1
36119,35620,"New York-Newark-Jersey City, NY-NJ-PA",1
36123,40380,"Rochester, NY",1
37001,15500,"Burlington, NC",1
37003,25860,"Hickory-Lenoir-Morganton, NC",1
37013,47820,"Washington, NC",0
37019,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",1
37021,11700,"Asheville, NC",1
37023,25860,"Hickory-Lenoir-Morganton, NC",1
37025,16740,"Charlotte-Concord-Gastonia, NC-SC",1
37027,25860,"Hickory-Lenoir-Morganton, NC",1
37029,21020,"Elizabeth City, NC",0
37031,33980,"Morehead City, NC",0
37035,25860,"Hickory-Lenoir-Morganton, NC",1
37037,20500,"Durham-Chapel Hill, NC",1
37045,43140,"Shelby, NC",0
37049,35100,"New Bern, NC",1
37051,22180,"Fayetteville, NC",1
37053,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",1
37055,28620,"Kill Devil Hills, NC",0
37057,49180,"Winston-Salem, NC",1
37059,49180,"Winston-Salem, NC",1
37063,20500,"Durham-Chapel Hill, NC",1
37065,40580,"Rocky Mount, NC",1
37067,49180,"Winston-Salem, NC",1
37069,39580,"Raleigh, NC",1
37071,16740,"Charlotte-Concord-Gastonia, NC-SC",1
37073,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",1
37077,37080,"Oxford, NC",0
37081,24660,"Greensboro-High Point, NC",1
37083,40260,"Roanoke Rapids, NC",0
37085,20380,"Dunn, NC",0
37087,11700,"Asheville, NC",1
37089,11700,"Asheville, NC",1
37093,22180,"Fayetteville, NC",1
37097,16740,"Charlotte-Concord-Gastonia, NC-SC",1
37099,19000,"Cullowhee, NC",0
37101,39580,"Raleigh, NC",1
37103,35100,"New Bern, NC",1
37105,41820,"Sanford, NC",0
37107,28820,"Kinston, NC",0
37109,16740,"Charlotte-Concord-Gastonia, NC-SC",1
37111,32000,"Marion, NC",0
37115,11700,"Asheville, NC",1
37119,16740,"Charlotte-Concord-Gastonia, NC-SC",1
37125,38240,"Pinehurst-Southern Pines, NC",0
37127,40580,"Rocky Mount, NC",1
37129,48900,"Wilmington, NC",1
37131,40260,"Roanoke Rapids, NC",0
37133,27340,"Jacksonville, NC",1
37135,20500,"Durham-Chapel Hill, NC",1
37137,35100,"New Bern, NC",1
37139,21020,"Elizabeth City, NC",0
37141,48900,"Wilmington, NC",1
37143,21020,"Elizabeth City, NC",0
37145,20500,"Durham-Chapel Hill, NC",1
37147,24780,"Greenville, NC",1
37151,24660,"Greensboro-High Point, NC",1
37153,40460,"Rockingham, NC",0
37155,31300,"Lumberton, NC",0
37157,24660,"Greensboro-High Point, NC",1
37159,16740,"Charlotte-Concord-Gastonia, NC-SC",1
37161,22580,"Forest City, NC",0
37165,29900,"Laurinburg, NC",0
37167,10620,"Albemarle, NC",0
37169,49180,"Winston-Salem, NC",1
37171,34340,"Mount Airy, NC",0
37175,14820,"Brevard, NC",0
37177,28620,"Kill Devil Hills, NC",0
37179,16740,"Charlotte-Concord-Gastonia, NC-SC",1
37181,25780,"Henderson, NC",0
37183,39580,"Raleigh, NC",1
37189,14380,"Boone, NC",0
37191,24140,"Goldsboro, NC",1
37193,35900,"North Wilkesboro, NC",0
37195,48980,"Wilson, NC",0
37197,49180,"Winston-Salem, NC",1
38015,13900,"Bismarck, ND",1
38017,22020,"Fargo, ND-MN",1
38035,24220,"Grand Forks, ND-MN",1
38049,33500,"Minot, ND",0
38059,13900,"Bismarck, ND",1
38065,13900,"Bismarck, ND",1
38075,33500,"Minot, ND",0
38077,47420,"Wahpeton, ND-MN",0
38085,13900,"Bismarck, ND",1
38089,19860,"Dickinson, ND",0
38093,27420,"Jamestown, ND",0
38101,33500,"Minot, ND",0
38105,48780,"Williston, ND",0
39003,30620,"Lima, OH",1
39005,11740,"Ashland, OH",0
39007,11780,"Ashtabula, OH",0
39009,11900,"Athens, OH",0
39011,47540,"Wapakoneta, OH",0
39013,48540,"Wheeling, WV-OH",1
39015,17140,"Cincinnati, OH-KY-IN",1
39017,17140,"Cincinnati, OH-KY-IN",1
39019,15940,"Canton-Massillon, OH",1
39021,46500,"Urbana, OH",0
39023,44220,"Springfield, OH",1
39025,17140,"Cincinnati, OH-KY-IN",1
39027,48940,"Wilmington, OH",0
39029,41400,"Salem, OH",0
39031,18740,"Coshocton, OH",0
39033,15340,"Bucyrus, OH",0
39035,17460,"Cleveland-Elyria, OH",1
39037,24820,"Greenville, OH",0
39039,19580,"Defiance, OH",0
39041,18140,"Columbus, OH",1
39043,41780,"Sandusky, OH",0
39045,18140,"Columbus, OH",1
39047,47920,"Washington Court House, OH",0
39049,18140,"Columbus, OH",1
39051,45780,"Toledo, OH",1
39053,38580,"Point Pleasant, WV-OH",0
39055,17460,"Cleveland-Elyria, OH",1
39057,19380,"Dayton, OH",1
39059,15740,"Cambridge, OH",0
39061,17140,"Cincinnati, OH-KY-IN",1
39063,22300,"Findlay, OH",0
39073,18140,"Columbus, OH",1
39077,35940,"Norwalk, OH",0
39079,27160,"Jackson, OH",0
39081,48260,"Weirton-Steubenville, WV-OH",1
39083,34540,"Mount Vernon, OH",0
39085,17460,"Cleveland-Elyria, OH",1
39087,26580,"Huntington-Ashland, WV-KY-OH",1
39089,18140,"Columbus, OH",1
39091,13340,"Bellefontaine, OH",0
39093,17460,"Cleveland-Elyria, OH",1
39095,45780,"Toledo, OH",1
39097,18140,"Columbus, OH",1
39099,49660,"Youngstown-Warren-Boardman, OH-PA",1
39101,32020,"Marion, OH",0
39103,17460,"Cleveland-Elyria, OH",1
39107,16380,"Celina, OH",0
39109,19380,"Dayton, OH",1
39113,19380,"Dayton, OH",1
39117,18140,"Columbus, OH",1
39119,49780,"Zanesville, OH",0
39123,38840,"Port Clinton, OH",0
39127,18140,"Columbus, OH",1
39129,18140,"Columbus, OH",1
39133,10420,"Akron, OH",1
39139,31900,"Mansfield, OH",1
39141,17060,"Chillicothe, OH",0
39143,23380,"Fremont, OH",0
39145,39020,"Portsmouth, OH",0
39147,45660,"Tiffin, OH",0
39149,43380,"Sidney, OH",0
39151,15940,"Canton-Massillon, OH",1
39153,10420,"Akron, OH",1
39155,49660,"Youngstown-Warren-Boardman, OH-PA",1
39157,35420,"New Philadelphia-Dover, OH",0
39159,18140,"Columbus, OH",1
39161,46780,"Van Wert, OH",0
39165,17140,"Cincinnati, OH-KY-IN",1
39167,31930,"Marietta, OH",0
39169,49300,"Wooster, OH",0
39173,45780,"Toledo, OH",1
40009,21120,"Elk City, OK",0
40013,20460,"Durant, OK",0
40017,36420,"Oklahoma City, OK",1
40019,11620,"Ardmore, OK",0
40021,45140,"Tahlequah, OK",0
40027,36420,"Oklahoma City, OK",1
40031,30020,"Lawton, OK",1
40033,30020,"Lawton, OK",1
40037,46140,"Tulsa, OK",1
40039,48220,"Weatherford, OK",0
40047,21420,"Enid, OK",0
40051,36420,"Oklahoma City, OK",1
40065,11060,"Altus, OK",0
40071,38620,"Ponca City, OK",0
40079,22900,"Fort Smith, AR-OK",1
40081,36420,"Oklahoma City, OK",1
40083,36420,"Oklahoma City, OK",1
40087,36420,"Oklahoma City, OK",1
40101,34780,"Muskogee, OK",0
40109,36420,"Oklahoma City, OK",1
40111,46140,"Tulsa, OK",1
40113,46140,"Tulsa, OK",1
40115,33060,"Miami, OK",0
40117,46140,"Tulsa, OK",1
40119,44660,"Stillwater, OK",0
40121,32540,"McAlester, OK",0
40123,10220,"Ada, OK",0
40125,43060,"Shawnee, OK",0
40131,46140,"Tulsa, OK",1
40135,22900,"Fort Smith, AR-OK",1
40137,20340,"Duncan, OK",0
40139,25100,"Guymon, OK",0
40143,46140,"Tulsa, OK",1
40145,46140,"Tulsa, OK",1
40147,12780,"Bartlesville, OK",0
40153,49260,"Woodward, OK",0
41003,18700,"Corvallis, OR",1
41005,38900,"Portland-Vancouver-Hillsboro, OR-WA",1
41007,11820,"Astoria, OR",0
41009,38900,"Portland-Vancouver-Hillsboro, OR-WA",1
41011,18300,"Coos Bay, OR",0
41013,39260,"Prineville, OR",0
41015,15060,"Brookings, OR",0
41017,13460,"Bend-Redmond, OR",1
41019,40700,"Roseburg, OR",0
41027,26220,"Hood River, OR",0
41029,32780,"Medford, OR",1
41033,24420,"Grants Pass, OR",1
41035,28900,"Klamath Falls, OR",0
41039,21660,"Eugene, OR",1
41041,35440,"Newport, OR",0
41043,10540,"Albany, OR",1
41045,36620,"Ontario, OR-ID",0
41047,41420,"Salem, OR",1
41049,25840,"Hermiston-Pendleton, OR",0
41051,38900,"Portland-Vancouver-Hillsboro, OR-WA",1
41053,41420,"Salem, OR",1
41059,25840,"Hermiston-Pendleton, OR",0
41061,29260,"La Grande, OR",0
41065,45520,"The Dalles, OR",0
41067,38900,"Portland-Vancouver-Hillsboro, OR-WA",1
41071,38900,"Portland-Vancouver-Hillsboro, OR-WA",1
42001,23900,"Gettysburg, PA",1
42003,38300,"Pittsburgh, PA",1
42005,38300,"Pittsburgh, PA",1
42007,38300,"Pittsburgh, PA",1
42011,39740,"Reading, PA",1
42013,11020,"Altoona, PA",1
42015,42380,"Sayre, PA",0
42017,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1
42019,38300,"Pittsburgh, PA",1
42021,27780,"Johnstown, PA",1
42025,10900,"Allentown-Bethlehem-Easton, PA-NJ",1
42027,44300,"State College, PA",1
42029,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1
42033,20180,"DuBois, PA",0
42035,30820,"Lock Haven, PA",0
42037,14100,"Bloomsburg-Berwick, PA",1
42039,32740,"Meadville, PA",0
42041,25420,"Harrisburg-Carlisle, PA",1
42043,25420,"Harrisburg-Carlisle, PA",1
42045,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1
42049,21500,"Erie, PA",1
42051,38300,"Pittsburgh, PA",1
