file,line,quoted_number,claim,class,source_path,source_value,note
research/immigration-objections-faq-2026-09-21.md,98,"−$6,864",union gap with attriters added,STALE,infra/immigration-fiscal/mexican_origin_population_total_2026_09_19/derived/arm5_fiscal_implication.csv,"−6,864 on −7,105 base (all_age_ledger 09-17); −6,921 on the Sept 19 ledger's −7,152",same as INDEX:201
research/immigration-objections-faq-2026-09-21.md,105,$62; SE ≤725,G1 vs G2 difference,VERIFIED,infra/immigration-fiscal/ledger_absolute_2026_09_17/derived/complete_gaps.csv,62.2; sqrt(384²+615²)=725,
research/immigration-objections-faq-2026-09-21.md,106,"$1,389; ≥2.3 SE",G3+ vs G1,VERIFIED,infra/immigration-fiscal/ledger_absolute_2026_09_17/derived/complete_gaps.csv,1389.0; 1389/597=2.33,
research/immigration-objections-faq-2026-09-21.md,110,"−$7,830 / −$6,799 / −$6,018","personal allocation, white ages",VERIFIED,infra/immigration-fiscal/ledger_absolute_2026_09_17/derived/age_normalizations.csv,−7830.1 / −6798.7 / −6018.5,
research/immigration-objections-faq-2026-09-21.md,111,"−$7,525 / −$7,443 / −$6,116","shared allocation, white ages",VERIFIED,infra/immigration-fiscal/ledger_absolute_2026_09_17/derived/age_normalizations.csv,−7524.7 / −7442.6 / −6115.8,
research/immigration-objections-faq-2026-09-21.md,113,"+$80,000 / −$15,000",NRC 1997 baseline and no-adjustment NPV,VERIFIED,research/immigration-projection-backtest-2026-09-19.md,"+80,000 / −15,000 (1996 $)",
research/immigration-objections-faq-2026-09-21.md,114,76.0% → 97.4%,debt held by public 2016→2024,VERIFIED,research/immigration-projection-backtest-2026-09-19.md,76.0 / 97.4,
research/immigration-objections-faq-2026-09-21.md,121,76% / 31%,second generation closes no-HS / college gap,VERIFIED,infra/immigration-fiscal/second_generation_by_origin_2026_09_22/derived/closing_ratios.csv,0.762 / 0.310,
research/immigration-objections-faq-2026-09-21.md,122,−29.8 → −20.6,college gap G1 → G2,VERIFIED,infra/immigration-fiscal/second_generation_by_origin_2026_09_22/derived/closing_ratios.csv,−29.84 → −20.60,
research/immigration-objections-faq-2026-09-21.md,123,59% / 66%,employment / log income closing,VERIFIED,infra/immigration-fiscal/second_generation_by_origin_2026_09_22/derived/closing_ratios.csv,0.594 / 0.658,
research/immigration-objections-faq-2026-09-21.md,126,−17.4 → −22.5,G2 college gap 1994–2004 → 2015–2025,VERIFIED,infra/immigration-fiscal/second_generation_by_origin_2026_09_22/derived/period_trends.csv,−17.37 → −22.54,
research/immigration-objections-faq-2026-09-21.md,134,"−$5,404 / −$5,342 / −$4,015",gaps vs all natives,VERIFIED,infra/immigration-fiscal/ledger_absolute_2026_09_17/derived/complete_gaps.csv,−5404.3 / −5342.1 / −4015.3,
research/immigration-objections-faq-2026-09-21.md,135,"−$274bn, about −$6,700",gap vs average resident,VERIFIED,research/immigration-complete-annual-account-2026-09-20.md,"−274.23bn / 40.897m = −6,705",
research/immigration-objections-faq-2026-09-21.md,152,"+2,709 (+880 to +4,539) / +2,263 (+751 to +3,774)",below HS vs natives below HS,VERIFIED,infra/immigration-fiscal/education_origin_fiscal_2026_09_19/derived/comparisons.csv,2709 (880–4539) / 2263 (751–3774),"expanded_excluding_N, stock"
research/immigration-objections-faq-2026-09-21.md,153,"+1,020 (−1,761 to +3,800) / +705 (−1,339 to +2,749)",below HS vs whites below HS,VERIFIED,infra/immigration-fiscal/education_origin_fiscal_2026_09_19/derived/comparisons.csv,1020 (−1761–3800) / 705 (−1339–2749),
research/immigration-objections-faq-2026-09-21.md,154,"−2,122 (−3,511 to −733) / −2,286 (−3,645 to −926)",HS only vs natives HS only,VERIFIED,infra/immigration-fiscal/education_origin_fiscal_2026_09_19/derived/comparisons.csv,−2122 (−3511–−733) / −2286 (−3645–−926),
research/immigration-objections-faq-2026-09-21.md,155,"−4,008 (−5,619 to −2,397) / −4,026 (−5,637 to −2,416)",HS only vs whites HS only,VERIFIED,infra/immigration-fiscal/education_origin_fiscal_2026_09_19/derived/comparisons.csv,−4008 / −4026 with matching CIs,
research/immigration-objections-faq-2026-09-21.md,156,"−16,519 / −13,502",below HS vs all natives,VERIFIED,infra/immigration-fiscal/education_origin_fiscal_2026_09_19/derived/comparisons.csv,−16519 / −13502,
research/immigration-objections-faq-2026-09-21.md,160,"−$1,951 / −$5,558",cell's own balance,VERIFIED,infra/immigration-fiscal/education_origin_fiscal_2026_09_19/RESULT.md,"−1,951 / −5,558",
research/immigration-objections-faq-2026-09-21.md,169,42–47% smaller,"Medicaid, Medicare per resident 2005",VERIFIED,infra/immigration-fiscal/historical_backcast_2026_09_20/derived/national_programme_index.csv,0.584 / 0.532,
research/immigration-objections-faq-2026-09-21.md,169,4.4 times,refundable credits 2021,VERIFIED,infra/immigration-fiscal/historical_backcast_2026_09_20/derived/national_programme_index.csv,4.359,
research/immigration-objections-faq-2026-09-21.md,171,$1.3–2.2tn / $2.0–3.3tn / $2.4–3.9tn,back-cast 10/15/20 years,VERIFIED,infra/immigration-fiscal/historical_backcast_2026_09_20/derived/backcast_categories_windows.csv + backcast_windows.csv,1.32–2.24 / 1.98–3.26 / 2.36–3.94,
research/immigration-objections-faq-2026-09-21.md,172,over a third,2020–2021 share of ten-year total,VERIFIED,infra/immigration-fiscal/historical_backcast_2026_09_20/derived/backcast_categories_annual.csv,35.2–38.5% (programme rule),
research/immigration-objections-faq-2026-09-21.md,179,"−$3,978",2016–2025 arrival window vs whites,VERIFIED,infra/immigration-fiscal/arrival_window_fiscal_2026_09_18/derived/window_derivatives.csv,−3977.8,partial account
research/immigration-objections-faq-2026-09-21.md,180,"−$4,800 to −$5,300",older windows,VERIFIED,infra/immigration-fiscal/arrival_window_fiscal_2026_09_18/derived/window_derivatives.csv,−4824 to −5296,
research/immigration-objections-faq-2026-09-21.md,180,82% to 33%,less-than-HS share of new arrivals,VERIFIED,research/immigration-mexican-arrival-cohorts-2026-09-18.md,82.5% → 33.3%,routed
research/immigration-objections-faq-2026-09-21.md,181,0.52 → 0.61,per-capita income ratio 2008→2024,VERIFIED,research/immigration-historical-backcast-2026-09-20.md (inputs/acs_mexican_origin.csv),0.519 → 0.611,
research/immigration-objections-faq-2026-09-21.md,182,0.78 → 0.91; 0.64 → 0.75,household income; full-time men's earnings,VERIFIED,research/immigration-historical-backcast-2026-09-20.md,0.781→0.907; 0.641→0.754,
research/immigration-objections-faq-2026-09-21.md,185,$12.1k / $8.4k / $7.0k,tax shortfall by generation,VERIFIED,infra/immigration-fiscal/ledger_absolute_2026_09_17/derived/age_normalizations.csv,as line 93,
research/immigration-objections-faq-2026-09-21.md,193,40.9m; −$217bn → −$340bn,white-age re-weighting of the union,VERIFIED,infra/immigration-fiscal/ledger_absolute_2026_09_17/derived/age_normalizations.csv,40.897m; −217.3 → −339.6,
research/immigration-objections-faq-2026-09-21.md,194,$70bn / $80bn / $31bn,"cash, medical, schools change",VERIFIED,infra/immigration-fiscal/ledger_absolute_2026_09_17/derived/age_normalizations_by_category.csv,70.2 / 80.2 / 30.9,
research/immigration-objections-faq-2026-09-21.md,195,$1.4bn,under-65 ('custody-type') institutional cost falls,MISMATCH,"infra/immigration-fiscal/ledger_absolute_2026_09_17/derived/age_profile_components.csv (component N, bands 0–5)",1.34,"memo line 71 carries the same 1.4; also the band is all under-65 institutional cost, not custody only"
research/immigration-objections-faq-2026-09-21.md,195,$9.2bn,65+ nursing cost rises,VERIFIED,"infra/immigration-fiscal/ledger_absolute_2026_09_17/derived/age_profile_components.csv (component N, bands 6–7)",9.21,
research/immigration-objections-faq-2026-09-21.md,198,0.5m / 1.0m,65+ second-gen / third-plus residents,VERIFIED,infra/immigration-fiscal/ledger_absolute_2026_09_17/derived/age_profiles.csv,0.518m / 0.996m,
research/immigration-objections-faq-2026-09-21.md,218,2.56× / 1.91× / 1.72× / 1.94×,institutional ratio 2010/2019/2023/2024,VERIFIED,infra/immigration-fiscal/acs_institutional_2026_09_16/acs_institutional_rates.csv,2.563 / 1.906 / 1.719 / 1.940,memo line 43 prints 2019 as 1.90×
research/immigration-objections-faq-2026-09-21.md,220,2.1–2.3×,coding-adjusted ratio,VERIFIED,infra/immigration-fiscal/acs_institutional_2026_09_16/acs_institutional_rates.csv,2.10 / 2.11 / 2.23 (2019/2023/2024),
research/immigration-objections-faq-2026-09-21.md,221,1.92% vs 2.05%; 2.36%,2023 raw vs all natives; reallocated,VERIFIED,infra/immigration-fiscal/acs_institutional_2026_09_16/acs_institutional_rates.csv,1.920 / 2.051; 2.361,
research/immigration-objections-faq-2026-09-21.md,222,2.04% / 2.34%,2024 raw / reallocated,VERIFIED,infra/immigration-fiscal/acs_institutional_2026_09_16/acs_institutional_rates.csv,2.037 / 2.340,
research/immigration-objections-faq-2026-09-21.md,222,3.45×,2000 correctional ratio,VERIFIED,research/immigration-mexican-origin-generation-incarceration-2026-09-16.md (Rumbaut 2006 Table 1),5.90/1.71 = 3.45,
research/immigration-objections-faq-2026-09-21.md,230,1.5 points; about ten fewer deaths,BMW and GGM coefficients,VERIFIED,research/immigration-marginal-revolution-leads-read-2026-09-21.md §1,"−0.151 ×10pt; 9.8 per 1,000",
research/immigration-objections-faq-2026-09-21.md,232,1.2% / 14%,health-occupation shares Mexico / Philippines,VERIFIED,research/immigration-marginal-revolution-leads-read-2026-09-21.md,1.2% / 14% (GGM p.16),
research/immigration-objections-faq-2026-09-21.md,233,14.9% / 38.5%,Mexico-born share of FB care workers / BMW treatment,MISMATCH,infra/immigration-fiscal/mr_leads_papers_2026_09_21/derived/acs_care_inputs.csv,14.5% / 37.7% with foreign-born-only numerators,numerators include 4k care workers and 162k working-age adults born in Mexico to US-citizen parents (NATIVITY=1)
research/immigration-objections-faq-2026-09-21.md,235,−0.00252 (SE 0.00370),non-health instrument,VERIFIED,research/immigration-marginal-revolution-leads-read-2026-09-21.md,same,
research/immigration-objections-faq-2026-09-21.md,237,$2.3–14.9bn; $5.8bn,Medicaid nursing-facility saving,MISMATCH,infra/immigration-fiscal/mr_leads_papers_2026_09_21/derived/elder_care_bound.csv,$2.3–14.6bn; $5.6bn preferred,see line 27
research/immigration-objections-faq-2026-09-21.md,237,1–9%,share of headline,VERIFIED,arithmetic,2.3/197=1.2%; 14.9/165=9.0% (14.6/165=8.8%),survives the correction
research/immigration-objections-faq-2026-09-21.md,246,0.33%; $38.6bn; $26.8–80.4bn,removal-model native loss,VERIFIED,research/immigration-marginal-revolution-leads-read-2026-09-21.md §3,same,
research/immigration-objections-faq-2026-09-21.md,249,$8.8–13.3bn,production term credit,VERIFIED,infra/immigration-fiscal/production_nativity_nest_2026_09_22/derived/nest_headline.csv,8.79 / 13.32,
research/immigration-objections-faq-2026-09-21.md,254,$17.9–27.1bn,nest at ε=3,VERIFIED,infra/immigration-fiscal/production_nativity_nest_2026_09_22/derived/nest_headline.csv,17.90 / 27.13,
research/immigration-objections-faq-2026-09-21.md,255,+$54bn / −$46bn,natives / other FB at ε=3,VERIFIED,infra/immigration-fiscal/production_nativity_nest_2026_09_22/derived/nest_headline.csv,+53.97 / −45.93 (GDP scaling),
research/immigration-objections-faq-2026-09-21.md,256,$9–14bn,band reduction at ε=3,STALE,infra/immigration-fiscal/production_nativity_nest_2026_09_22/derived/nest_headline.csv,9.11–13.81 at ε=3; 1.5–4.7 at ε=8.7/17.9 (ladder 181),arithmetic right; ladder 181 (committed after FAQ) shows ε=3 is the weakest-grounded elasticity
research/immigration-objections-faq-2026-09-21.md,277,"+$2,263; −$5,558",revision note,VERIFIED,infra/immigration-fiscal/education_origin_fiscal_2026_09_19/derived/comparisons.csv,"2263; RESULT −5,558",
