state,year,agency_id,ori,pub_agency_name,agency_type_name,population,months,n_known_all,rec_rate,nibrs_off_eth_start_date,comp_source,covered_pop,victimisations_violent
TX,2022,26226,TX0312800,Independent School District:,Other,0,9,15.0000,1.0000,2022-05-01,none,0.0000,7.0000
TX,2022,26227,TX1522700,Independent School District:,Other,0,0,,,2019-12-01,none,0.0000,0.0000
TX,2022,26228,TX1760100,Newton,City,1997,11,27.0000,1.0000,2019-05-01,place,1830.5833,6.0000
TX,2022,26229,TX1631000,Natalia,City,1342,12,26.0000,0.8846,2019-02-01,place,1342.0000,10.0000
TX,2022,26265,TX0110800,Independent School District:,Other,0,12,429.0000,0.9301,2022-01-01,none,0.0000,117.0000
TX,2022,26289,TX1013500,Independent School District:,Other,0,12,3997.0000,0.8972,2023-03-01,none,0.0000,2309.0000
TX,2022,26290,TX0432700,Josephine,City,4711,12,69.0000,0.5072,2021-01-01,place,4711.0000,22.0000
TX,2022,26310,TX1073000,Independent School District:,Other,0,1,1.0000,1.0000,2022-08-01,none,0.0000,1.0000
TX,2022,26620,TX0204000,Independent School District:,Other,0,10,109.0000,0.0000,,none,0.0000,32.0000
TX,2022,27047,TX1070600,Chandler,City,3529,12,70.0000,0.7429,2019-05-01,place,3529.0000,7.0000
TX,2022,27340,TX1072200,Log Cabin,City,820,3,4.0000,1.0000,2020-06-01,place,205.0000,1.0000
TX,2022,27341,TX0671200,Cisco College,University or College,0,6,4.0000,1.0000,2021-11-01,none,0.0000,3.0000
TX,2022,27343,TX0433200,Independent School District:,Other,0,3,5.0000,0.8000,2022-10-01,none,0.0000,3.0000
TX,2022,27352,TX1990800,Fate,City,23955,12,184.0000,0.9783,2017-01-01,place,23955.0000,70.0000
TX,2022,27733,TX2462400,Liberty Hill,City,6909,12,181.0000,0.7127,2020-12-01,place,6909.0000,56.0000
TX,2022,27734,TX1070400,Trinity Valley Community College,University or College,0,10,21.0000,0.8095,2018-10-01,none,0.0000,3.0000
TX,2022,27735,TX1071700,Brownsboro,City,1242,1,1.0000,1.0000,2018-09-01,place,103.5000,0.0000
TX,2022,27753,TX0712800,San Elizario,City,10080,12,74.0000,0.0541,,place,10080.0000,19.0000
TX,2022,27754,TX1751300,Independent School District:,Other,0,5,6.0000,0.8333,2021-06-01,none,0.0000,1.0000
TX,2022,28214,TX0950300,Petersburg,City,972,5,4.0000,1.0000,2019-01-01,place,405.0000,4.0000
TX,2022,28216,TX0190200,Maud,City,969,10,16.0000,0.8125,2021-11-01,place,807.5000,6.0000
TX,2022,28217,TX1013600,"San Jacinto College,",University or College,0,10,37.0000,1.0000,2020-06-01,none,0.0000,5.0000
TX,2022,28254,TX1522000,Lubbock Christian University,University or College,0,7,3.0000,1.0000,2019-02-01,none,0.0000,0.0000
TX,2022,28294,TX1840700,"Reno, Parker County",City,3457,10,34.0000,0.9706,2023-02-01,county_fallback,2880.8333,13.0000
TX,2022,28314,TX1740100,Garrison,City,791,9,15.0000,1.0000,2019-05-01,place,593.2500,6.0000
TX,2022,28334,TX0614500,Independent School District:,Other,0,3,3.0000,0.3333,2019-02-01,none,0.0000,0.0000
TX,2022,28335,TX0740200,Honey Grove,City,1789,12,28.0000,1.0000,2019-02-01,place,1789.0000,15.0000
TX,2022,28336,TX0140600,Rogers,City,1107,1,1.0000,1.0000,2019-02-01,place,92.2500,0.0000
TX,2022,28594,TX0921500,Lakeport,City,970,2,2.0000,1.0000,2019-06-01,place,161.6667,0.0000
TX,2022,28636,TX2101600,Tenaha,City,995,0,,,2019-06-01,place,0.0000,0.0000
TX,2022,28637,TX0912000,Gunter,City,2449,12,17.0000,1.0000,2019-06-01,place,2449.0000,2.0000
TX,2022,28674,TX2500100,Alba,City,493,9,13.0000,1.0000,2019-06-01,place,369.7500,0.0000
TX,2022,28675,TX1750200,Dawson,City,844,0,,,2019-06-01,place,0.0000,0.0000
TX,2022,28676,TX057A000,Independent School District:,Other,0,10,60.0000,0.9833,2019-06-01,none,0.0000,4.0000
TX,2022,28677,TX2462800,Independent School District:,Other,0,11,120.0000,0.9500,2019-06-01,none,0.0000,27.0000
TX,2022,28678,TX2205100,Independent School District:,Other,0,11,240.0000,0.4833,2019-06-01,none,0.0000,118.0000
TX,2022,28679,TX1291300,Independent School District:,Other,0,11,54.0000,0.9630,2019-06-01,none,0.0000,18.0000
TX,2022,28794,TX0579000,Dallas County Community College District,University or College,0,5,8.0000,0.7500,2019-07-01,none,0.0000,5.0000
TX,2022,28795,TX1900600,Emory,City,1359,10,27.0000,0.9630,2019-07-01,place,1132.5000,2.0000
TX,2022,28814,TX0920800,Kilgore College,University or College,0,7,6.0000,1.0000,2019-07-01,none,0.0000,3.0000
TX,2022,28934,TX2141100,Independent School District:,Other,0,10,68.0000,1.0000,2019-03-01,none,0.0000,30.0000
TX,2022,28954,TX1960200,Woodsboro,City,1275,11,27.0000,0.9259,2019-06-01,place,1168.7500,9.0000
TX,2022,29015,TX0740400,Savoy,City,747,6,10.0000,1.0000,2020-01-01,place,373.5000,5.0000
TX,2022,29034,TX0910900,Bells,City,1557,10,21.0000,1.0000,2019-08-01,place,1297.5000,9.0000
TX,2022,29254,TX0614700,Elm Ridge ,Other,0,12,226.0000,0.6947,2019-10-01,none,0.0000,71.0000
TX,2022,29475,TX2410900,Independent School District:,Other,0,2,4.0000,1.0000,2019-11-01,none,0.0000,2.0000
TX,2022,29495,TX0071300,Independent School District:,Other,0,6,13.0000,1.0000,2019-11-01,none,0.0000,7.0000
TX,2022,29534,TX0153600,Independent School District:,Other,0,12,1803.0000,0.9994,2021-09-01,none,0.0000,663.0000
TX,2022,29575,TX1611100,Independent School District:,Other,0,9,30.0000,1.0000,2019-12-01,none,0.0000,14.0000
TX,2022,29834,TX227289E,Austin Community College District,University or College,0,12,39.0000,0.6667,2020-01-01,none,0.0000,7.0000
TX,2022,29874,TX0702200,Maypearl,City,945,8,12.0000,1.0000,2021-12-01,place,630.0000,3.0000
TX,2022,29934,TX2280700,Independent School District:,Other,0,6,14.0000,0.8571,2020-02-01,none,0.0000,3.0000
TX,2022,30114,TX1981000,Franklin,City,1781,10,24.0000,1.0000,2020-03-01,place,1484.1667,10.0000
TX,2022,30734,TX1262000,Independent School District:,Other,0,10,38.0000,1.0000,2020-04-01,none,0.0000,12.0000
TX,2022,30754,TX1072800,Independent School District:,Other,0,7,15.0000,1.0000,2020-05-01,none,0.0000,8.0000
TX,2022,30874,TX0201600,Brazosport College,University or College,0,1,,,,none,0.0000,0.0000
TX,2022,31094,TX0575700,Independent School District:,Other,0,10,86.0000,1.0000,2020-11-01,none,0.0000,55.0000
TX,2022,31756,TX0970600,Independent School District:,Other,0,0,,,,none,0.0000,0.0000
TX,2022,31994,TX0031700,Independent School District:,Other,0,10,59.0000,1.0000,2021-01-01,none,0.0000,30.0000
TX,2022,31997,TX227409E,Concordia University,University or College,0,0,,,,none,0.0000,0.0000
TX,2022,32054,TX0890900,Independent School District:,Other,0,2,2.0000,1.0000,2020-12-01,none,0.0000,1.0000
TX,2022,32135,TX1082600,Independent School District:,Other,0,11,313.0000,0.0000,,none,0.0000,171.0000
TX,2022,32174,TX1330800,Independent School District:,Other,0,3,6.0000,1.0000,2021-01-01,none,0.0000,1.0000
TX,2022,32254,TX1450100,Buffalo,City,1812,12,33.0000,0.9091,2021-09-01,place,1812.0000,10.0000
TX,2022,32334,TX2205500,Independent School District:,Other,0,7,10.0000,1.0000,2021-02-01,none,0.0000,4.0000
TX,2022,32806,TX0800200,Mount Vernon,City,2500,12,87.0000,0.8276,2021-03-01,place,2500.0000,29.0000
TX,2022,32807,TX0572300,Sunnyvale,City,8381,12,143.0000,0.8811,2021-02-01,place,8381.0000,24.0000
TX,2022,32808,TX1703300,Independent School District:,Other,0,10,54.0000,0.0000,,none,0.0000,10.0000
TX,2022,32809,TX2360300,Sam Houston State University,University or College,0,12,244.0000,0.8320,2021-03-01,none,0.0000,28.0000
TX,2022,33154,TX1700500,Montgomery County Constable:,Other,0,12,422.0000,0.9147,2022-12-01,none,0.0000,137.0000
TX,2022,33174,TX0912800,Independent School District:,Other,0,8,13.0000,0.9231,2021-03-01,none,0.0000,8.0000
TX,2022,33175,TX0730800,Independent School District:,Other,0,2,3.0000,1.0000,2021-04-01,none,0.0000,1.0000
TX,2022,33214,TX1700400,Montgomery County Constable:,Other,0,11,78.0000,0.9103,2021-04-01,none,0.0000,12.0000
TX,2022,33274,TX0970500,Hico,City,1360,0,,,,place,0.0000,0.0000
TX,2022,33310,TX1830400,Panola College,University or College,0,1,1.0000,1.0000,2021-10-01,none,0.0000,1.0000
TX,2022,33312,TX0930800,Todd Mission,City,126,4,3.0000,1.0000,2022-06-01,place,42.0000,0.0000
TX,2022,33318,TX2050700,Odem,City,2277,10,57.0000,1.0000,2021-07-01,place,1897.5000,17.0000
TX,2022,33329,TX1750300,Rice,City,1259,12,38.0000,1.0000,2021-08-01,place,1259.0000,7.0000
TX,2022,33331,TX1072500,Payne Springs,City,755,1,,,,place,62.9167,0.0000
TX,2022,33333,TX227279E,St. Edwards University,University or College,0,10,14.0000,0.9286,,none,0.0000,2.0000
TX,2022,33342,TX1292100,"Oak Ridge, Kaufman County",City,979,5,7.0000,1.0000,2021-12-01,county_fallback,407.9167,1.0000
TX,2022,33358,TX0433700,Independent School District:,Other,0,11,46.0000,0.9783,2021-06-01,none,0.0000,28.0000
TX,2022,33360,TX2011000,Mount Enterprise,City,508,4,7.0000,1.0000,2021-11-01,county_fallback,169.3333,0.0000
TX,2022,33363,TX1291000,Kaufman County Constable:,Other,0,12,642.0000,0.5981,,none,0.0000,177.0000
TX,2022,33370,TX1740800,Independent School System:,Other,0,11,93.0000,0.8602,2021-10-01,none,0.0000,26.0000
TX,2022,33372,TX0032000,Independent School District:,Other,0,3,3.0000,1.0000,2021-11-01,none,0.0000,3.0000
TX,2022,33378,TX0792500,Independent School District:,Other,0,12,624.0000,0.9808,2021-08-01,none,0.0000,244.0000
TX,2022,33384,TX0150400,China Grove,City,1128,12,34.0000,0.9706,2021-11-01,place,1128.0000,3.0000
TX,2022,33386,TX1081800,Hidalgo County Constable:,Other,0,11,24.0000,0.7917,2021-11-01,none,0.0000,0.0000
TX,2022,33399,TX129239E,Southwestern Christian College,University or College,0,1,1.0000,0.0000,2022-08-01,none,0.0000,0.0000
TX,2022,33403,TX0680900,Odessa College,University or College,0,8,3.0000,1.0000,2022-01-01,none,0.0000,0.0000
TX,2022,33411,TX2463100,Independent School District:,Other,0,12,371.0000,0.8625,2021-07-01,none,0.0000,106.0000
TX,2022,33413,TX2431500,Independent School District:,Other,0,10,16.0000,1.0000,2021-09-01,none,0.0000,5.0000
TX,2022,33439,TX2207200,Independent School District:,Other,0,11,132.0000,0.9924,2022-01-01,none,0.0000,92.0000
TX,2022,33441,TX2020700,Sabine County Constable:,Other,0,2,2.0000,1.0000,2021-09-01,none,0.0000,4.0000
TX,2022,33453,TX1522800,University Medical Center,Other,0,10,29.0000,1.0000,2021-09-01,none,0.0000,14.0000
TX,2022,33461,TX2371200,Independent School District:,Other,0,9,34.0000,0.9706,2021-11-01,none,0.0000,0.0000
TX,2022,33476,TX2290700,Independent School District:,Other,0,6,9.0000,1.0000,2021-10-01,none,0.0000,4.0000
TX,2022,33478,TX0681200,Ector County Hospital District,Other,0,12,24.0000,0.9167,2022-02-01,none,0.0000,6.0000
TX,2022,33669,TX1950700,Independent School District:,Other,0,10,25.0000,0.9600,2021-12-01,none,0.0000,4.0000
TX,2022,33671,TX1751400,Independent School District:,Other,0,3,9.0000,1.0000,2022-05-01,none,0.0000,0.0000
TX,2022,33709,TX1710500,Independent School District:,Other,0,10,36.0000,1.0000,2022-03-01,none,0.0000,10.0000
TX,2022,33712,TX1750700,Blooming Grove,City,888,0,,,,place,0.0000,0.0000
TX,2022,33774,TX1721000,Pewitt Consolidated Independent School District,Other,0,2,3.0000,1.0000,2022-06-01,none,0.0000,1.0000
TX,2022,33785,TX2431200,Independent School District:,Other,0,11,201.0000,1.0000,2022-12-01,none,0.0000,93.0000
TX,2022,33814,TX1800100,Vega,City,844,1,,,,place,70.3333,0.0000
TX,2022,33818,TX2490300,Rhome,City,1839,12,84.0000,1.0000,2023-01-01,place,1839.0000,3.0000
TX,2022,34138,TX0031400,Independent School District:,Other,0,0,,,2023-03-01,none,0.0000,0.0000
TX,2022,34140,TX0702900,Alma,City,407,4,2.0000,1.0000,2022-12-01,place,135.6667,0.0000
TX,2022,34147,TX0031500,Independent School District:,Other,0,3,5.0000,1.0000,2022-10-01,none,0.0000,4.0000
TX,2022,34171,TX1811400,Independent School District: ,Other,0,4,9.0000,0.8889,2022-11-01,none,0.0000,6.0000
TX,2022,34210,TX2040500,Independent School District: ,Other,0,8,47.0000,0.0000,,none,0.0000,11.0000
TX,2022,34396,TX1651100,Independent School District: ,Other,0,4,14.0000,1.0000,2022-12-01,none,0.0000,7.0000
TX,2022,34426,TX0313100,Independent School District: ,Other,0,1,2.0000,1.0000,,none,0.0000,2.0000
TX,2022,34434,TX0432400,Collin County Community College District,University or College,0,1,1.0000,1.0000,,none,0.0000,0.0000
TX,2022,34436,TX0615200,Independent School District: ,Other,0,1,3.0000,1.0000,2023-03-01,none,0.0000,1.0000
TX,2022,34590,TX0071600,Charlotte ,City,1571,8,29.0000,1.0000,,place,1047.3333,6.0000
TX,2022,34665,TX2010500,Independent School District:,Other,0,0,,,2022-12-01,none,0.0000,0.0000
TX,2022,34698,TX2463000,Independent School District:,Other,0,4,51.0000,0.7451,2023-01-01,none,0.0000,19.0000
TX,2022,34797,TX1001300,Independent School District:,Other,0,0,,,,none,0.0000,0.0000
TX,2023,18753,TX0010100,Palestine,City,19190,12,844.0000,0.9384,2017-12-01,place,19190.0000,279.0000
TX,2023,18754,TX0010300,Frankston,City,1094,12,125.0000,0.9280,2016-10-01,place,1094.0000,6.0000
TX,2023,18756,TX0020000,Andrews,County,5070,12,142.0000,0.2042,2022-10-01,county_residual,5070.0000,5.0000
TX,2023,18757,TX0020100,Andrews,City,13157,12,420.0000,0.8762,2019-07-01,place,13157.0000,112.0000
TX,2023,18758,TX0030000,Angelina,County,40926,12,1162.0000,0.8898,2023-07-01,county_residual,40926.0000,379.0000
TX,2023,18759,TX0030100,Diboll,City,4617,12,122.0000,0.6639,2019-05-01,place,4617.0000,37.0000
TX,2023,18760,TX0030200,Huntington,City,2067,10,21.0000,0.9524,2019-02-01,place,1722.5000,12.0000
TX,2023,18761,TX0030400,Lufkin,City,34193,12,1875.0000,0.9627,2020-06-01,place,34193.0000,701.0000
TX,2023,18762,TX0031100,Zavalla,City,610,10,21.0000,1.0000,2022-03-01,place,508.3333,6.0000
TX,2023,18763,TX0031300,Hudson,City,5210,10,38.0000,0.6842,2023-02-01,place,4341.6667,12.0000
TX,2023,18764,TX0040000,Aransas,County,11816,12,207.0000,0.9710,2023-05-01,county_residual,11816.0000,100.0000
TX,2023,18765,TX0040100,Aransas Pass,City,8843,12,451.0000,0.9579,2020-08-01,place,8843.0000,154.0000
TX,2023,18766,TX0040200,Rockport,City,11003,12,407.0000,0.0295,2023-05-01,place,11003.0000,158.0000
TX,2023,18767,TX0050000,Archer,County,5736,5,13.0000,0.6923,2023-01-01,county_residual,2390.0000,5.0000
TX,2023,18768,TX0050100,Archer City,City,1613,12,46.0000,1.0000,2018-12-01,place,1613.0000,1.0000
TX,2023,18770,TX0060000,Armstrong,County,1854,12,22.0000,1.0000,2019-08-01,county_residual,1854.0000,11.0000
TX,2023,18771,TX0070000,Atascosa,County,29483,12,660.0000,0.9409,2019-06-01,county_residual,29483.0000,324.0000
TX,2023,18772,TX0070100,Lytle,City,3120,12,92.0000,1.0000,2018-07-01,place,3120.0000,16.0000
TX,2023,18773,TX0070200,Pleasanton,City,11169,12,465.0000,0.9892,2019-09-01,place,11169.0000,139.0000
TX,2023,18774,TX0070300,Poteet,City,3024,12,50.0000,0.9800,2023-04-01,place,3024.0000,15.0000
TX,2023,18775,TX0070400,Jourdanton,City,4342,12,151.0000,0.9205,2021-09-01,place,4342.0000,62.0000
TX,2023,18776,TX0080000,Austin,County,18324,12,383.0000,0.8460,2023-05-01,county_residual,18324.0000,104.0000
TX,2023,18777,TX0080100,Bellville,City,4215,12,178.0000,0.9101,2017-12-01,place,4215.0000,34.0000
TX,2023,18778,TX0080200,Sealy,City,7019,12,151.0000,0.9404,2019-01-01,place,7019.0000,29.0000
TX,2023,18779,TX0080700,Wallis,City,1365,11,30.0000,0.9667,2019-05-01,place,1251.2500,5.0000
TX,2023,18781,TX0090000,Bailey,County,1731,12,20.0000,0.9000,2019-07-01,county_residual,1731.0000,9.0000
TX,2023,18782,TX0090100,Muleshoe,City,5016,12,81.0000,0.9753,2018-11-01,place,5016.0000,30.0000
TX,2023,18783,TX0100000,Bandera,County,21897,12,238.0000,0.4286,2019-05-01,county_residual,21897.0000,95.0000
TX,2023,18784,TX0110000,Bastrop,County,84037,12,1473.0000,0.9104,2023-05-01,county_residual,84037.0000,666.0000
TX,2023,18785,TX0110100,Bastrop,City,11961,12,739.0000,0.7916,2019-12-01,place,11961.0000,218.0000
TX,2023,18786,TX0110200,Elgin,City,12235,12,463.0000,0.9330,2018-09-01,place,12235.0000,144.0000
TX,2023,18787,TX0110300,Smithville,City,4223,12,136.0000,0.9926,2019-07-01,place,4223.0000,51.0000
TX,2023,18788,TX0120000,Baylor,County,897,6,5.0000,0.8000,2021-06-01,county_residual,448.5000,2.0000
TX,2023,18789,TX0120100,Seymour,City,2578,9,21.0000,1.0000,2016-12-01,place,1933.5000,9.0000
TX,2023,18790,TX0130000,Bee,County,16950,12,211.0000,0.9621,2018-07-01,county_residual,16950.0000,83.0000
TX,2023,18791,TX0130100,Beeville,City,13176,12,539.0000,0.9555,2021-02-01,place,13176.0000,200.0000
TX,2023,18792,TX0140000,Bell,County,62702,12,894.0000,0.9329,2023-05-01,county_residual,62702.0000,422.0000
TX,2023,18794,TX0140200,Belton,City,24946,12,1125.0000,0.9742,2021-03-01,place,24946.0000,328.0000
TX,2023,18795,TX0140300,Harker Heights,City,34540,12,677.0000,0.9690,2020-08-01,place,34540.0000,234.0000
TX,2023,18796,TX0140400,Killeen,City,161968,12,9227.0000,0.6221,2023-05-01,place,161968.0000,2757.0000
TX,2023,18797,TX0140500,Nolanville,City,7164,12,89.0000,0.8539,2023-05-01,place,7164.0000,39.0000
TX,2023,18798,TX0140700,Temple,City,93073,12,2464.0000,0.3519,2015-04-01,place,93073.0000,1248.0000
TX,2023,18799,TX0140900,Central Texas College,University or College,0,9,18.0000,0.3889,2022-04-01,none,0.0000,0.0000
TX,2023,18800,TX0141000,Morgans Point Resort,City,4829,12,96.0000,0.8542,2022-07-01,county_fallback,4829.0000,15.0000
TX,2023,18802,TX0141500,Independent School District:,Other,0,12,368.0000,0.8940,2019-11-01,none,0.0000,140.0000
TX,2023,18804,TX0141800,Salado,City,2406,3,9.0000,0.8889,2018-09-01,place,601.5000,4.0000
TX,2023,18806,TX0150000,Bexar,County,438152,12,6224.0000,0.9982,2020-12-01,county_residual,438152.0000,2988.0000
TX,2023,18807,TX0150100,Alamo Heights,City,7609,12,307.0000,0.8632,2019-10-01,place,7609.0000,19.0000
TX,2023,18808,TX0150200,Balcones Heights,City,2695,12,493.0000,0.8519,2018-12-01,place,2695.0000,109.0000
TX,2023,18809,TX0150300,Castle Hills,City,3909,12,410.0000,0.7927,2018-03-01,place,3909.0000,34.0000
TX,2023,18810,TX0150500,Converse,City,30522,12,1087.0000,0.9945,2016-08-01,place,30522.0000,269.0000
TX,2023,18811,TX0150700,Hill Country Village,City,947,12,50.0000,0.8200,2019-06-01,place,947.0000,3.0000
TX,2023,18812,TX0150800,Hollywood Park,City,3078,12,100.0000,0.9600,2016-10-01,place,3078.0000,9.0000
TX,2023,18813,TX0150900,Kirby,City,8058,12,224.0000,0.7277,2018-12-01,place,8058.0000,71.0000
TX,2023,18814,TX0151000,Leon Valley,City,11370,12,911.0000,0.9100,2018-12-01,place,11370.0000,246.0000
TX,2023,18815,TX0151100,Olmos Park,City,2158,12,86.0000,0.9419,2019-05-01,place,2158.0000,5.0000
TX,2023,18816,TX0151200,Shavano Park,City,3672,12,64.0000,0.7344,2020-11-01,place,3672.0000,9.0000
TX,2023,18817,TX0151300,Terrell Hills,City,5049,12,50.0000,0.6200,2023-05-01,place,5049.0000,7.0000
TX,2023,18818,TX0151400,Universal City,City,20112,12,885.0000,0.9910,2020-06-01,place,20112.0000,305.0000
TX,2023,18819,TX0151500,Windcrest,City,5766,12,585.0000,0.9641,2020-01-01,place,5766.0000,83.0000
TX,2023,18820,TX0151600,Live Oak,City,16020,12,740.0000,0.9459,2021-01-01,place,16020.0000,135.0000
TX,2023,18821,TX0151700,University of Texas:,University or College,0,12,41.0000,0.9024,2017-12-01,none,0.0000,4.0000
TX,2023,18822,TX0151900,University of Texas:,University or College,0,12,173.0000,0.8960,2020-05-01,none,0.0000,30.0000
TX,2023,18823,TX0152000,Independent School District:,Other,0,12,506.0000,0.3636,2019-05-01,none,0.0000,156.0000
TX,2023,18824,TX0152100,Alamo Colleges District,University or College,0,3,33.0000,0.9091,2021-01-01,none,0.0000,8.0000
TX,2023,18825,TX0152200,Selma,City,11871,12,259.0000,0.9961,2020-11-01,place,11871.0000,93.0000
TX,2023,18826,TX0152300,Somerset,City,1820,12,12.0000,0.9167,2020-11-01,place,1820.0000,7.0000
TX,2023,18827,TX0153000,Helotes,City,9854,12,249.0000,0.9639,2019-05-01,place,9854.0000,31.0000
TX,2023,18829,TX015349E,St. Mary's University,University or College,0,12,34.0000,0.8529,2019-01-01,none,0.0000,5.0000
TX,2023,18830,TX0153500,Independent School District:,Other,0,3,14.0000,0.2143,2023-10-01,none,0.0000,4.0000
TX,2023,18831,TX0153800,Independent School District:,Other,0,6,410.0000,0.8366,2023-09-01,none,0.0000,233.0000
TX,2023,18832,TX0153900,Fair Oaks Ranch,City,11753,12,339.0000,0.9233,2019-07-01,place,11753.0000,21.0000
TX,2023,18833,TX0157000,Texas A&M University:,University or College,0,8,14.0000,0.2143,2023-08-01,none,0.0000,4.0000
TX,2023,18834,TX0160000,Blanco,County,9058,12,91.0000,0.9451,2019-11-01,county_residual,9058.0000,43.0000
TX,2023,18835,TX0160100,Blanco,City,1987,12,54.0000,0.9074,2018-07-01,place,1987.0000,12.0000
TX,2023,18837,TX0170000,Borden,County,560,7,13.0000,0.9231,2019-07-01,county_residual,326.6667,3.0000
TX,2023,18838,TX0180000,Bosque,County,12731,10,102.0000,0.9314,2019-05-01,county_residual,10609.1667,30.0000
TX,2023,18839,TX0180100,Clifton,City,3536,12,102.0000,0.9902,2019-12-01,place,3536.0000,13.0000
TX,2023,18840,TX0180200,Valley Mills,City,1294,11,27.0000,1.0000,2020-01-01,place,1186.1667,7.0000
TX,2023,18841,TX0180800,Meridian,City,1427,9,27.0000,0.9630,2020-02-01,place,1070.2500,10.0000
TX,2023,18843,TX0190000,Bowie,County,36621,12,686.0000,0.9854,2022-12-01,county_residual,36621.0000,256.0000
TX,2023,18844,TX0190100,De Kalb,City,1466,6,9.0000,1.0000,2023-07-01,place,733.0000,2.0000
TX,2023,18845,TX0190300,Nash,City,4352,12,93.0000,0.7527,2023-07-01,place,4352.0000,29.0000
TX,2023,18846,TX0190400,New Boston,City,4515,12,258.0000,0.9147,2020-11-01,place,4515.0000,61.0000
TX,2023,18847,TX0190500,Texarkana,City,35560,12,1956.0000,0.9724,2023-05-01,place,35560.0000,753.0000
TX,2023,18848,TX0190600,Wake Village,City,5794,12,127.0000,0.8819,2019-06-01,place,5794.0000,38.0000
TX,2023,18849,TX0190800,Hooks,City,2481,12,84.0000,0.9881,2021-01-01,place,2481.0000,17.0000
TX,2023,18850,TX0200000,Brazoria,County,132229,12,2310.0000,0.9545,2021-03-01,county_residual,132229.0000,1239.0000
TX,2023,18851,TX0200100,Alvin,City,28742,12,983.0000,0.9522,2020-01-01,place,28742.0000,420.0000
TX,2023,18852,TX0200200,Angleton,City,19703,12,817.0000,0.9082,2020-03-01,place,19703.0000,268.0000
TX,2023,18853,TX0200300,Clute,City,10640,12,637.0000,0.8760,2019-05-01,place,10640.0000,270.0000
TX,2023,18854,TX0200400,Danbury,City,1660,1,1.0000,1.0000,2023-10-01,place,138.3333,1.0000
TX,2023,18855,TX0200500,Freeport,City,10478,12,251.0000,0.8845,2018-09-01,place,10478.0000,151.0000
TX,2023,18856,TX0200800,Lake Jackson,City,27432,12,948.0000,0.9736,2021-02-01,place,27432.0000,393.0000
TX,2023,18857,TX0200900,Manvel,City,17817,12,351.0000,0.7749,2018-03-01,place,17817.0000,108.0000
TX,2023,18858,TX0201000,Pearland,City,127433,12,3939.0000,0.8992,2015-04-01,place,127433.0000,1021.0000
TX,2023,18859,TX0201100,Richwood,City,4748,12,66.0000,0.7576,2021-02-01,place,4748.0000,31.0000
TX,2023,18860,TX0201200,Sweeny,City,3529,12,155.0000,0.9290,2019-01-01,place,3529.0000,52.0000
TX,2023,18861,TX0201400,West Columbia,City,3579,12,131.0000,0.8779,2017-12-01,place,3579.0000,37.0000
TX,2023,18862,TX0201700,Alvin Community College,University or College,0,0,,,2023-04-01,none,0.0000,0.0000
TX,2023,18863,TX0201800,Brazoria,City,2827,12,73.0000,0.9178,2019-06-01,place,2827.0000,16.0000
TX,2023,18866,TX0202800,Surfside Beach,City,681,9,11.0000,0.7273,2018-10-01,place,510.7500,7.0000
TX,2023,18867,TX0202900,Oyster Creek,City,1210,12,76.0000,0.8026,2019-05-01,place,1210.0000,28.0000
TX,2023,18868,TX0203000,Iowa Colony,City,13236,12,165.0000,0.9091,2019-10-01,place,13236.0000,105.0000
TX,2023,18869,TX0203200,Independent School District:,Other,0,11,533.0000,0.9756,2021-03-01,none,0.0000,130.0000
TX,2023,18870,TX0203300,Independent School District:,Other,0,10,69.0000,0.9855,2019-06-01,none,0.0000,21.0000
TX,2023,18871,TX0210000,Brazos,County,30591,12,786.0000,0.8206,2021-02-01,county_residual,30591.0000,205.0000
TX,2023,18873,TX0210200,College Station,City,126136,12,2984.0000,0.9762,2019-05-01,place,126136.0000,902.0000
TX,2023,18874,TX0210400,Texas A&M University:,University or College,0,12,307.0000,0.8599,2019-10-01,none,0.0000,57.0000
TX,2023,18875,TX0220000,Brewster,County,3388,12,59.0000,0.9661,2015-07-01,county_residual,3388.0000,18.0000
TX,2023,18876,TX0220100,Alpine,City,5869,9,25.0000,1.0000,2020-07-01,place,4401.7500,19.0000
TX,2023,18877,TX0220200,Sul Ross State University,University or College,0,11,6.0000,1.0000,2018-10-01,none,0.0000,4.0000
TX,2023,18878,TX0230000,Briscoe,County,1440,11,13.0000,1.0000,2018-12-01,county_residual,1320.0000,9.0000
TX,2023,18879,TX0240000,Brooks,County,2446,11,30.0000,0.9667,2020-12-01,county_residual,2242.1667,9.0000
TX,2023,18880,TX0240100,Falfurrias,City,4398,10,48.0000,1.0000,2021-10-01,place,3665.0000,19.0000
TX,2023,18881,TX0250000,Brown,County,15178,12,426.0000,0.9108,2019-09-01,county_residual,15178.0000,134.0000
TX,2023,18882,TX0250100,Bangs,City,1533,9,22.0000,1.0000,2022-11-01,place,1149.7500,16.0000
TX,2023,18883,TX0250200,Brownwood,City,18652,12,1159.0000,0.8628,2018-07-01,place,18652.0000,380.0000
TX,2023,18884,TX0250300,Early,City,3243,12,160.0000,0.9000,2019-07-01,place,3243.0000,53.0000
TX,2023,18885,TX0260000,Burleson,County,13289,12,149.0000,0.8859,2020-12-01,county_residual,13289.0000,45.0000
TX,2023,18886,TX0260100,Caldwell,City,4520,12,92.0000,0.8043,2020-11-01,place,4520.0000,23.0000
