area,persons,group_persons_acs,other_renter_rent,group_renter_rent,other_renter_gross_rent,group_renter_gross_rent,other_renter_households,group_renter_households,other_owner_value,group_owner_value,other_owner_households,title,group_share,saiz_elasticity,saiz_source
23580,222654.0,43928.0,312804360.0,62694360.0,356939496.0,73324476.0,18029.0,3707.0,20918094400.0,1813809600.0,48553.0,"Gainesville, GA",0.20463333281106422,,none
23900,104967.7665,5857.9212,100236558.31199999,5334871.932,131582204.97479999,7462825.0632,8543.469,490.0284,10377899923.8,143073079.5,31918.304099999998,"Gettysburg, PA",0.05788326462869825,,none
24020,125053.0,1558.0,170160648.0,3565200.0,204028524.0,4231200.0,13618.0,272.0,15278597600.0,86418200.0,41231.0,"Glens Falls, NY",0.012922269286073932,4.528373,causal_lane_code
24140,120475.0,9315.0,175323600.0,7422600.0,226010868.0,9275928.0,18219.0,638.0,6996605400.0,355863000.0,27070.0,"Goldsboro, NC",0.08019575359573705,3.1196246,causal_lane_code
24220,104666.17709633036,3702.6900197580235,151500345.25688997,12670756.434583742,171874556.63168722,14582110.423349025,15231.815979402058,734.848312568743,7354328335.888411,260714769.36520344,28607.950875792416,"Grand Forks, ND-MN",0.03669242726848629,,none
24260,85863.02120424084,6851.5016003200635,100752925.22904581,9729179.50790158,127381558.98339668,11306919.01740348,9588.00850170034,997.4551910382075,7398180968.483696,167099330.36607322,23476.017203440686,"Grand Island, NE",0.08276468117181973,,none
24300,163508.6303630363,19894.665566556654,223232907.18271828,31633884.70447045,249287998.1350135,34928386.08580858,14733.589458945895,2237.5984598459845,24810017609.160915,1248167615.9615963,48748.447144714475,"Grand Junction, CO",0.12620059742292986,2.1279953,causal_lane_code
24340,1111735.1099,80175.7289,1495959293.9784,71749340.59200001,1675366273.908,84413460.4968,101921.9484,5426.3662,105020953004.54001,3042425260.8,300690.2799,"Grand Rapids-Wyoming, MI",0.07480093801787191,2.38978,causal_lane_code
24420,87899.136,5534.6304,147258768.384,2183680.512,172801240.9344,2381902.8479999998,11472.1152,199.1808,11462205980.16,354287232.0,24807.2448,"Grants Pass, OR",0.06530846352958646,,none
24500,86889.18331833184,2308.830883088309,133390558.41584158,2557684.8244824484,146050804.93969396,2577828.694869487,10507.625162516251,222.1910191019102,12478030656.985699,154794887.48874888,25434.08100810081,"Great Falls, MT",0.02756080232559698,,none
24540,370122.0,95906.0,398726400.0,146238840.0,438170652.0,167713212.0,20612.0,8856.0,52058453100.0,8319081700.0,83757.0,"Greeley, CO",0.2687610482447206,2.521466,causal_lane_code
24580,334508.9758,23008.602000000003,405104360.50799996,18208391.964,473921600.6304,21339552.864,34355.6386,1649.3735000000001,30376782097.46,1106697887.5,95302.2191,"Green Bay, WI",0.07134243114070446,2.0161753,causal_lane_code
24660,801294.2328,49017.9647,1474240251.264,62379609.9,1741557512.6832,78623378.772,110295.3358,5836.2494,66662651802.68,1526377180.0,201679.2321,"Greensboro-High Point, NC",0.06344957336969206,3.0958705,causal_lane_code
24780,180780.0,10418.0,334240656.0,15355920.0,397789968.0,19624752.0,31965.0,1535.0,11728384500.0,343404500.0,39022.0,"Greenville, NC",0.0597722245837328,1.9563341,causal_lane_code
24860,996731.4934,35848.2607,1404586397.5608,46975849.896,1665730843.8144,57435007.2348,104910.9042,4188.7684,104593601374.04,1592559065.8,279327.8821,"Greenville-Anderson-Mauldin, SC",0.037303996099364974,2.7141483,causal_lane_code
25060,408095.7305,7994.268,549173244.936,3759771.624,664533926.7816,4686030.8232,46605.6317,545.876,29537895162.42,302584202.3,111919.3289,"Gulfport-Biloxi-Pascagoula, MS",0.020318053558332813,,none
25180,289319.68000000005,5715.22,326211889.32,5914735.2,390832604.04,7212177.408000001,26713.445,335.89700000000005,28440637322.9,472334522.50000006,83141.77900000001,"Hagerstown-Martinsburg, MD-WV",0.02048898408516797,2.493968,causal_lane_code
25220,138024.10650000002,3114.699,146147044.68,5658166.08,181091176.308,7919017.092,14110.824,632.1840000000001,8082364864.35,123624774.00000001,37854.999,"Hammond, LA",0.023405966954957638,,none
25260,154824.0,88168.0,148505520.0,136885920.0,192195864.0,174396168.0,8706.0,10668.0,8596833000.0,4709807400.0,13957.0,"Hanford-Corcoran, CA",0.590660806841605,,none
25420,612732.0,13492.0,1056112800.0,7709880.0,1236326460.0,8714808.0,74483.0,533.0,57358851900.0,572893000.0,170693.0,"Harrisburg-Carlisle, PA",0.02283869154437121,1.6292934,causal_lane_code
25500,138544.0,7517.0,250126560.0,10776240.0,279017184.0,13730412.0,17825.0,848.0,12001078600.0,314832000.0,30751.0,"Harrisonburg, VA",0.056275877613022954,,none
25620,155735.3291,3197.9074,176154511.476,673062.0,214758448.452,2174508.0,16515.906,43.145,8495320912.64,108282732.3,41706.5457,"Hattiesburg, MS",0.021298263096143435,,none
25860,373050.974,16463.6531,375978254.76,10479006.287999999,474436556.4024,12808524.5052,39757.2482,1065.5839,36497920086.95,327137054.6,107085.2305,"Hickory-Lenoir-Morganton, NC",0.045774486065474115,2.4136906,causal_lane_code
25940,231596.99089999998,15344.0717,335901677.86800003,72367957.68,386229478.8588,83497289.0364,18692.6265,3537.1629,43471990933.78,496477298.5,77863.095,"Hilton Head Island-Bluffton-Beaufort, SC",0.06871841839958519,,none
25980,90677.4092,2088.5144,141715667.016,2358291.6,168706844.89679998,2931453.2687999997,9846.8678,190.393,7312080662.74,120054081.0,22099.1414,"Hinesville, GA",0.02388932173241605,,none
26140,170190.0,1407.0,99655320.0,1209600.0,118313916.0,1350720.0,8025.0,84.0,22768585300.0,123800000.0,61987.0,"Homosassa Springs, FL",0.008574829782220992,,none
26300,100139.84398439842,3896.687668766876,82980336.75367536,7369265.886588658,105999560.46804678,8846462.550255025,9263.376337633763,535.2815281528152,7051931053.70537,81777837.78377837,29949.752975297524,"Hot Springs, AR",0.04036027672566401,,none
26380,198454.83740000002,6897.5146,148795154.52,6603057.456,184415401.0488,10459216.4496,15535.3708,765.1248,13299757786.52,224400279.4,60960.740399999995,"Houma-Thibodaux, LA",0.03604926276698465,,none
26420,7761509.608,2022055.2444,14394082199.088,3145351448.688,16377818424.6,3712673779.5216,842502.038,212456.132,582345454318.6,102794357863.6,1315181.0932,"Houston-The Woodlands-Sugar Land, TX",0.27021674973928717,2.3022218,causal_lane_code
26580,345151.4761622088,1599.8033346837756,246312538.90280336,1351634.4146698562,354722146.6708506,1505956.3589080314,31632.36487430382,182.1583614761516,21186378859.585014,41996250.0,105086.48503454743,"Huntington-Ashland, WV-KY-OH",0.004807533410486924,1.810303,causal_lane_code
26620,541356.7097,22306.7297,838840924.0944,31964057.016,969320380.2372,37445550.9324,60678.4971,2491.9462,51715953079.04,798671353.6,143446.4712,"Huntsville, AL",0.0427383576834819,2.848342,causal_lane_code
26820,169418.47885417668,20026.58454486177,191751318.74676165,16520739.978416326,215873834.88851193,19396492.71742305,13616.709133495866,1441.751635505619,17868938807.327724,1399091965.2497356,37725.91631434598,"Idaho Falls, ID",0.12260595341666412,,none
26900,2195569.0,116562.0,3772085808.0,183942840.0,4411632588.0,218974584.0,269949.0,14204.0,191020695500.0,5603252500.0,568979.0,"Indianapolis-Carmel-Anderson, IN",0.05506496263833185,4.0038266,causal_lane_code
26980,182186.4407,7155.3496,363645708.432,7685529.0600000005,404637451.4916,8725591.5936,27406.4807,795.0998,14234249604.21,193413745.8,45526.9952,"Iowa City, IA",0.04073617567223374,4.4204044,causal_lane_code
27060,105698.0,1769.0,319318800.0,7656000.0,346030896.0,8084760.0,17871.0,449.0,9363445700.0,46200000.0,23362.0,"Ithaca, NY",0.01735907228874442,,none
27100,159479.0,4917.0,147660360.0,8301000.0,171132228.0,8348520.0,14258.0,443.0,13214017200.0,237481000.0,47259.0,"Jackson, MI",0.031978799274876506,,none
27140,560437.5501,7688.2111,719842926.948,12024967.116,918332535.1836,15055761.192,64865.9117,947.6581,41137897005.11,254639334.2,154025.427,"Jackson, MS",0.014228644283101917,3.0016487,causal_lane_code
27180,133023.312,3173.8576,208152489.216,140107.968,259337294.3808,174578.976,17621.2208,18.532799999999998,12948745376.8,59180360.0,35274.6016,"Jackson, TN",0.02474714650832725,5.063777,causal_lane_code
27260,1760494.2388,43112.6818,3913235557.032,111744600.0,4357701261.3552,128939928.0,215922.2044,6952.0,239805610970.72,2879961197.2,470422.86,"Jacksonville, FL",0.025400126473344855,1.0591615,causal_lane_code
27340,213351.96849684967,14597.195319531953,379318728.66966695,22436040.0,453995025.5265527,25127424.0,27634.257425742573,1513.0,14840480795.319532,626436713.7713771,48723.30963096309,"Jacksonville, NC",0.07096402063065639,,none
27500,165680.0,14474.0,178209480.0,32458080.0,208973916.0,38354208.0,14863.0,2829.0,15086232100.0,677215000.0,47590.0,"Janesville-Beloit, WI",0.09061162749544777,3.3310556,causal_lane_code
27620,156623.0551,2798.8496,150682172.3544,3517748.2559999996,190449608.69759998,4928410.2912,16215.965400000001,322.6165,14626934844.89,56308700.5,45668.959800000004,"Jefferson City, MO",0.01853486038913901,,none
27740,215236.43099999998,4208.2439,258095694.468,6968205.6,303353684.5344,8621203.992,24130.5569,633.2837999999999,17886576743.59,152682450.0,61917.3141,"Johnson City, TN",0.020279188356403535,1.3518708,causal_lane_code
27780,129910.0,696.0,65157840.0,922800.0,87886764.0,1144512.0,10282.0,147.0,8450707300.0,62006000.0,44946.0,"Johnstown, PA",0.005556893908470932,1.8350359,causal_lane_code
27860,138214.0,6337.0,166298664.0,12664440.0,198878016.0,13216440.0,17668.0,1225.0,8489804700.0,239514000.0,33356.0,"Jonesboro, AR",0.04755510224352471,,none
27900,188111.0,8169.0,221416440.0,15162000.0,300034224.0,19312476.0,23452.0,1145.0,11689891000.0,168508000.0,47089.0,"Joplin, MO",0.045042257851368485,6.3960743,causal_lane_code
27980,164576.7798,5419.233799999999,363384649.31999993,23827739.04,402477940.1184,25640602.5336,15754.471999999998,913.0117999999999,44792051225.1,257616073.99999997,35077.9272,"Kahului-Wailuku-Lahaina, HI",0.0341534653957744,,none
28020,340993.1469,17114.9462,490968288.51600003,29358849.936,588208484.6352,39309010.5624,39354.8703,2435.5573,28419502914.920002,579908291.8,94534.8565,"Kalamazoo-Portage, MI",0.05205894179831236,2.4802504,causal_lane_code
28100,107971.7448,13105.5387,136842539.25599998,3375050.6879999996,160857711.1368,4952116.3104,9264.0864,595.7978999999999,7287705807.629999,582312850.8,27901.7463,"Kankakee, IL",0.1258954997741875,3.1808586,causal_lane_code
28140,2254565.4508450846,165020.69526952694,4002781885.220522,236333675.87158716,4704190487.10951,296752331.0855086,276409.6851685168,17905.997899789978,203835202176.08762,7488455893.489349,579821.4322432243,"Kansas City, MO-KS",0.07591734536902887,3.1908052,causal_lane_code
28420,315035.3846,97043.2273,420391607.364,156576553.296,467202836.1264,177672826.7352,26545.806,11480.2723,32291678132.5,4771915249.4,60563.806899999996,"Kennewick-Richland, WA",0.3195003538029676,,none
28660,512887.2648,93578.2756,843729511.8816,119662160.88,1009727314.4688001,144685279.1088,63291.8764,9886.376400000001,36815616790.76,4630992080.6,101049.3124,"Killeen-Temple, TX",0.1892424539770774,4.5897794,causal_lane_code
28700,313838.50070000003,4071.2388,266520567.336,8930002.896,331179497.7444,10496275.8612,29768.3118,831.1464,28086542215.43,131712200.8,98310.4743,"Kingsport-Bristol-Bristol, TN-VA",0.013455065150242137,,none
28740,183602.5337,4241.3165,367376958.19200003,16587563.280000001,429304360.6056,19900119.372,22407.7544,854.5281,22651851197.34,67270804.1,50893.9028,"Kingston, NY",0.023960035679948165,,none
28940,956225.1594563343,25185.496915348464,1407716455.6760824,47073314.80465953,1638081803.2151341,56730130.609806776,104671.43149769022,3608.305804159584,112159043394.27672,747968249.2867213,275683.67581524845,"Knoxville, TN",0.027318434373994265,1.4200677,causal_lane_code
29020,83461.5936,3096.4437,83425709.808,522123.83999999997,99967964.3676,732931.3404,9600.9921,54.387899999999995,5518026142.65,68791038.12,24828.993,"Kokomo, IN",0.03848061140266781,,none
29100,139657.0898,3296.8384,265565747.064,1996990.32,302019975.6384,2584140.12,20303.6796,540.9324,12086568603.14,166821110.6,38806.7556,"La Crosse-Onalaska, WI-MN",0.02448500069258734,2.178696,causal_lane_code
29180,487831.0,10826.0,496924248.0,15231120.0,613964208.0,19650540.0,50605.0,1708.0,34367713400.0,723421000.0,130474.0,"Lafayette, LA",0.023017814008172984,4.844548,causal_lane_code
29200,221481.57794220577,16311.527947205279,486423667.99720025,40115465.83741626,561623497.4434557,47013458.0589941,37137.86211378862,3521.4930506949304,14177646514.9985,698306718.4281572,48644.14128587142,"Lafayette-West Lafayette, IN",0.07638753295641608,2.4840331077575684,ca_tx_lane_title
29340,213405.711,6129.351500000001,178370348.82,9472211.94,223169604.11400002,11797769.574,18592.7255,710.7225,13800812562.5,191289175.0,61496.965,"Lake Charles, LA",0.029790235646871128,2.322959,causal_lane_code
29420,226317.0,36122.0,264047520.0,60204120.0,320690064.0,72186456.0,22399.0,4656.0,29278539800.0,1984795000.0,76634.0,"Lake Havasu City-Kingman, AZ",0.16554652132273723,,none
29460,852868.0,52998.0,1266255480.0,76317240.0,1515928272.0,92152380.0,79221.0,4917.0,81586011000.0,2055275000.0,218343.0,"Lakeland-Winter Haven, FL",0.06445299598255806,1.563471,causal_lane_code
29540,563560.0,4464.0,1057332720.0,6720240.0,1205829168.0,8611680.0,62042.0,625.0,58547109500.0,142040000.0,151769.0,"Lancaster, PA",0.008215792725481567,2.2425003,causal_lane_code
29620,480331.0,23842.0,755766240.0,38112600.0,884775768.0,44345928.0,61284.0,3404.0,35797563200.0,1139825500.0,125732.0,"Lansing-East Lansing, MI",0.051483435027270576,2.5759208,causal_lane_code
29700,272592.0,242524.0,33451080.0,235959840.0,41292384.0,302626332.0,3181.0,23726.0,1855311000.0,11056211400.0,6867.0,"Laredo, TX",0.9227988932951696,,none
29740,229202.0,136064.0,153470400.0,149678160.0,170729892.0,180246552.0,13863.0,13551.0,9972065500.0,7736239000.0,27931.0,"Las Cruces, NM",0.6157299513415209,,none
29820,2398798.0,552727.0,5690876400.0,1249760880.0,6583174524.0,1485164568.0,297165.0,71130.0,240289665600.0,33242264900.0,436594.0,"Las Vegas-Henderson-Paradise, NV",0.23899149737367892,1.385496,causal_lane_code
29940,122492.0,7333.0,284561328.0,17781360.0,339983880.0,22382640.0,24115.0,1463.0,7704886300.0,96475000.0,24871.0,"Lawrence, KS",0.06209253743821179,,none
30020,127031.0,11165.0,172941960.0,15069480.0,224393052.0,18269232.0,17205.0,1231.0,6337580500.0,171652000.0,26758.0,"Lawton, OK",0.09116212897673324,,none
30140,144882.0,2016.0,202715880.0,4460400.0,247192536.0,6457668.0,17464.0,413.0,13309317700.0,0.0,40824.0,"Lebanon, PA",0.014432499256839822,,none
30300,67581.5301699876,6321.820993475769,67640435.6088144,15324007.961509913,79862632.3677195,18119448.822490748,5962.76586942226,927.1148883311309,9270449917.191969,249562933.47864658,19929.583061317793,"Lewiston, ID-WA",0.09702409982183526,,none
30340,115246.0,658.0,175178160.0,2587200.0,194132544.0,3057600.0,14474.0,196.0,10398718000.0,0.0,31746.0,"Lewiston-Auburn, ME",0.005921960161697884,2.2408197,causal_lane_code
30460,531510.1438639064,27085.669638423842,1088521828.6960876,52362506.4249637,1305218581.753806,62526832.48077588,85684.05095762576,3760.5333516251626,42120130067.51047,352296248.9895489,125988.71986420642,"Lexington-Fayette, KY",0.052855899519523325,2.6255813,causal_lane_code
30620,100520.0,1837.0,114817272.0,1585560.0,156919884.0,2150280.0,12959.0,181.0,6259203000.0,33272000.0,27883.0,"Lima, OH",0.01895492738066731,4.628184,causal_lane_code
30700,350308.6238,22722.4682,689842453.4879999,25939172.136,777122053.332,29551420.2288,54066.5534,2107.9791999999998,27940259698.12,644438304.2,85780.5344,"Lincoln, NE",0.06727754324051212,2.6234624,causal_lane_code
30780,771176.0,38139.0,1246103880.0,38803080.0,1522168704.0,47434356.0,106763.0,3243.0,54449136600.0,1018516000.0,198811.0,"Little Rock-North Little Rock-Conway, AR",0.05129573356866639,2.7923145,causal_lane_code
30860,157937.73363172315,12358.229516231622,226252729.7287537,36530115.789700575,256597025.93348214,40954362.43158044,14478.499669246925,2131.6865439343933,30538396340.834877,496977171.7880988,36602.798893809384,"Logan, UT-ID",0.08115883484566118,,none
30980,223271.0881,37205.125100000005,230583655.08,35674974.168,283603712.1024,44536529.3376,20821.5082,3135.153,13244025891.060001,1100580667.64,51780.7322,"Longview, TX",0.17283660573582138,4.74681,causal_lane_code
31020,114714.6994,9800.644,154971875.856,7720765.08,174272656.6056,8402141.664,10547.2836,518.0112,17587056687.34,612687339.6,34291.0624,"Longview, WA",0.08861372461282026,,none
31080,12925650.0,4355066.0,42340613088.0,15035152248.0,46271955480.0,16885705620.0,1611479.0,695132.0,2091642726200.0,376818245500.0,1742180.0,"Los Angeles-Long Beach-Anaheim, CA",0.34946830825413233,0.6265944242477417,ca_tx_lane_title
31140,1350449.2727727226,43805.75742425757,1919517967.7296271,53188638.100189984,2246829005.7066293,62808936.661133885,155944.05429457055,4185.226077392261,116347514430.46695,1681824395.760424,375676.17788221175,"Louisville/Jefferson County, KY-IN",0.03364483223603077,2.3400092,causal_lane_code
31180,338585.56799999997,110652.0328,513397113.432,203285938.968,605418981.108,254567340.996,37213.9416,17743.1906,18102227899.88,4275573220.46,55837.9484,"Lubbock, TX",0.33896620623943574,4.326721,causal_lane_code
31340,267037.0,4005.0,308771760.0,5359320.0,375404412.0,6534948.0,27825.0,499.0,28111229200.0,122493600.0,75455.0,"Lynchburg, VA",0.015555949643876476,2.8959186,causal_lane_code
31420,235981.8294,6360.2548,361171154.724,3377283.84,471427149.8016,3959004.0636,35154.6162,236.0649,15646833210.38,361878626.5,53141.0288,"Macon, GA",0.027955122477548708,3.620202,causal_lane_code
31460,165306.0,94830.0,55628880.0,152171040.0,70130460.0,188878428.0,4069.0,10785.0,13534783000.0,5604031500.0,20370.0,"Madera, CA",0.5950076944710946,,none
31540,708682.6579537346,29424.095401309867,2046034005.0939019,75706891.90721528,2228856703.9145565,87453875.47586398,122580.10970238976,5275.257016678332,73296271428.46663,430875674.69263077,176905.98972852714,"Madison, WI",0.04306423762170754,2.2471561,causal_lane_code
31700,433134.57858778874,3026.7443405940594,1082048108.3164752,6366941.04,1210765587.4500594,6841398.36,56049.12328217822,400.1622,58356589762.88855,319410594.0594059,113874.61517458745,"Manchester-Nashua, NH",0.007248002446644089,,none
31740,97529.7463,6775.5506,177215041.332,24425170.308,204161117.16,27709359.678,14774.9686,1844.5119,5602000265.12,59724148.4,19744.48,"Manhattan, KS",0.07205646410587935,,none
31860,104753.0,5381.0,181329120.0,1537200.0,201313716.0,5709600.0,14128.0,183.0,9213091900.0,150558000.0,25748.0,"Mankato-North Mankato, MN",0.05327972457104811,,none
31900,124863.0,1216.0,146058000.0,1233000.0,182017968.0,1543176.0,16009.0,119.0,7527238900.0,24262000.0,32768.0,"Mansfield, OH",0.010101020633346815,4.3915715,causal_lane_code
32580,914665.0,800722.0,177673560.0,650401080.0,212891580.0,814769700.0,14675.0,69691.0,7468331500.0,32258377600.0,29127.0,"McAllen-Edinburg-Mission, TX",0.9079985365769082,3.6774044,causal_lane_code
32780,221595.0,25362.0,452741640.0,49862040.0,505694208.0,57720216.0,27632.0,3270.0,29428640700.0,1297897000.0,57931.0,"Medford, OR",0.11871046054405958,1.38683,causal_lane_code
32820,1337367.348073327,60608.77737576448,2664109670.9279194,105265862.6388515,3321688009.348803,131910108.31574258,196895.0611501059,7684.765485808581,104525499581.44247,2335782544.119202,302422.9322458305,"Memphis, TN-MS-AR",0.04700567096163119,1.7646465,causal_lane_code
32900,296609.0,180758.0,204325368.0,326191056.0,252990576.0,405358356.0,13900.0,23597.0,15353369400.0,11386809800.0,24361.0,"Merced, CA",0.6320896094532443,2.3867307,causal_lane_code
33100,6453579.2024,153926.3016,21387420275.76,513059564.688,23279489584.4448,567380111.7408,878216.6672,22379.4916,925691833338.8,12846985736.4,1427284.3924,"Miami-Fort Lauderdale-West Palm Beach, FL",0.024738743565007885,0.5952661,causal_lane_code
33140,112056.0,4980.0,100675080.0,1053960.0,128927976.0,1681536.0,10102.0,330.0,7572258900.0,227563000.0,31043.0,"Michigan City-La Porte, IN",0.04609562158183922,,none
33220,83182.3281,2584.1686,77016960.0,1655329.8,98286937.0824,3081774.8219999997,7794.847299999999,219.2844,6898608959.08,43970533.5,27768.447099999998,"Midland, MI",0.032222202484915245,,none
33260,188391.3487,72494.13709999999,304608245.436,129529662.816,347299818.3492,146149191.4104,15620.2008,9185.4469,13140214344.54,5333844361.16,30221.1638,"Midland, TX",0.3991235723294114,,none
33340,1575364.0,129366.0,3228963936.0,238766640.0,3705746964.0,284404392.0,232441.0,18820.0,146197193200.0,4093500000.0,388804.0,"Milwaukee-Waukesha-West Allis, WI",0.08517353682753682,1.0286416,causal_lane_code
33460,3771563.235179634,151581.62898218932,7147050727.836958,362380406.51649755,7818844755.6076355,397239684.8088365,421688.13974844466,22420.50221060682,442015104163.9512,7641647562.929645,1038206.2339419319,"Minneapolis-St. Paul-Bloomington, MN-WI",0.04168603845575781,1.4473755,causal_lane_code
33540,124646.784,3851.7888000000003,256794937.344,23572350.720000003,287112868.5312,27539724.441600002,17377.8048,1341.2352,19766680661.760002,66386880.0,33751.104,"Missoula, MT",0.032051387643410936,,none
33660,412286.0,5214.0,414883320.0,14484000.0,543841848.0,17966172.0,40086.0,1125.0,30317263200.0,50230000.0,114999.0,"Mobile, AL",0.013117101757605235,2.0380118,causal_lane_code
33700,556715.0,264901.0,655725480.0,495807720.0,774635604.0,614461008.0,36058.0,29565.0,49969870400.0,24393697600.0,75278.0,"Modesto, CA",0.4935329162376808,2.1665163,causal_lane_code
33740,178620.21600000001,2089.352,206073435.36,245596.8,278664266.112,326493.12,24118.92,31.916,10125770984.4,66298668.0,44423.312,"Monroe, LA",0.012132392488220794,3.5773146,causal_lane_code
33780,156335.0,6709.0,104074800.0,5016000.0,127741860.0,5974080.0,9947.0,374.0,13183607300.0,445061000.0,50870.0,"Monroe, MI",0.04451096628298775,,none
33860,383237.2636,11903.8544,507926532.504,14982408.24,666237974.4936,21975606.264,47491.0752,1620.6906,26615627251.8,125523569.6,101992.9912,"Montgomery, AL",0.032217016848351265,3.5814338,causal_lane_code
34060,141611.7792,1738.3296,198477935.232,2007214.08,231441990.7584,2291923.3536,17545.9968,102.7584,10874716597.44,73365216.0,39165.936,"Morgantown, WV",0.01273204587004644,,none
34100,126558.56334366562,7409.153484651534,96458960.8239176,8686046.595340464,119059247.34246574,10571322.06779322,10838.976902309769,800.0415958404159,11448008567.143284,542895867.2132787,35899.152484751525,"Morristown, TN",0.06072150174524983,,none
34580,132696.0,21160.0,229056960.0,50894640.0,258396084.0,57745044.0,12755.0,3502.0,23057901800.0,1039222000.0,34072.0,"Mount Vernon-Anacortes, WA",0.16539534421368787,,none
34620,112806.0,2822.0,148859760.0,1382400.0,191551860.0,1629936.0,16454.0,99.0,5878851800.0,44412100.0,28138.0,"Muncie, IN",0.02594718558810932,,none
34740,177300.0,7760.0,170685000.0,4143600.0,205547736.0,4926192.0,15427.0,666.0,14490456000.0,433270000.0,51232.0,"Muskegon, MI",0.04539608851935968,,none
34820,575689.682,16497.316,655298421.84,23782315.2,743667335.76,28773982.392,42465.506,1783.46,78619834990.0,536838980.0,201053.114,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",0.029722839478216932,1.8298993,causal_lane_code
34900,132910.0,40786.0,375820200.0,124484400.0,417681768.0,139743708.0,12394.0,4310.0,30917084000.0,3414646000.0,26598.0,"Napa, CA",0.31828700337873206,,none
34940,416240.0,47910.0,794336208.0,72503280.0,844283616.0,83936280.0,29880.0,4006.0,108186792900.0,4216721400.0,124993.0,"Naples-Immokalee-Marco Island, FL",0.11938446196244808,1.2103633,causal_lane_code
34980,2151925.870412959,113476.94530546945,5118990637.0067,284096520.0,5712127724.487951,327027864.0,280671.11788821116,16503.0,297353837177.61224,5904693886.651335,544157.4106589342,"Nashville-Davidson--Murfreesboro--Franklin, TN",0.05469476722187274,2.2373788,causal_lane_code
35100,125586.45105593558,5135.988482088209,155261374.00569096,7365612.504,189957748.82703173,9039200.328,14062.09964070407,707.3696,13665352762.046532,318720918.6426593,39196.82233023302,"New Bern, NC",0.04241765951846639,,none
35380,1242954.0,22991.0,2201904144.0,78732960.0,2600372904.0,97382904.0,159729.0,5524.0,109739091900.0,1000153600.0,332199.0,"New Orleans-Metairie, LA",0.019185284937293972,0.80832744,causal_lane_code
35620,20713228.0144,695388.076,80272843011.552,3163593154.56,87388143634.9824,3531144465.312,3485188.0176,141353.1032,3022330817036.88,24442015852.0,3987806.5128,"New York-Newark-Jersey City, NY-NJ-PA",0.03482129368141002,0.75882995,causal_lane_code
35660,152302.0,6530.0,139141200.0,11372160.0,170563560.0,12002280.0,13838.0,785.0,13939088300.0,559990000.0,45705.0,"Niles-Benton Harbor, MI",0.04447060351686847,,none
35840,934964.0,49648.0,1950408192.0,131380800.0,2139359760.0,150230748.0,86996.0,6944.0,171360031700.0,2320259000.0,317278.0,"North Port-Sarasota-Bradenton, FL",0.05507725885951552,,none
36100,429056.0,14622.0,495900240.0,22596000.0,588289884.0,28327800.0,33720.0,1832.0,48740768000.0,392216000.0,136281.0,"Ocala, FL",0.035347462994978616,1.7342399,causal_lane_code
36140,95085.23300000001,2717.416,225688066.20000002,2967894.0,245933255.088,3416483.88,8693.749,137.853,22533824934.600002,379915660.0,35417.409,"Ocean City, NJ",0.029642068166491255,,none
36220,170095.0,94453.0,161136600.0,132514320.0,192118980.0,172776552.0,11641.0,10990.0,4999840000.0,5445354800.0,20266.0,"Odessa, TX",0.5759564648858695,,none
36260,733332.6549,81467.1973,850573692.3840001,191918613.0,940073168.6004,215644690.704,48181.7759,10847.5717,95937608810.54001,4767805916.7,167139.7171,"Ogden-Clearfield, UT",0.11522512815584586,,none
36420,1494345.8327,191713.351,2305561504.176,274818285.228,2785156496.5044,333925136.1432,185409.4006,24025.1379,103907821317.45,6494115462.66,338918.4328,"Oklahoma City, OK",0.13306587378239346,3.2940452,causal_lane_code
36500,302770.0,18576.0,730452840.0,38218800.0,805152180.0,42790764.0,35682.0,2084.0,47023794800.0,1484351000.0,80652.0,"Olympia-Tumwater, WA",0.06363628381173385,1.7508687,causal_lane_code
36540,999177.0526570042,94122.8292109289,1795199650.5767288,122934488.38747565,2042679717.661574,142984610.78913897,124771.42926537346,9267.895225517448,83466961032.00269,3420586633.1030297,250852.22064274573,"Omaha-Council Bluffs, NE-IA",0.09770526572254114,3.470304,causal_lane_code
36740,2939103.0,81769.0,8222647560.0,241779240.0,9173393244.0,288124572.0,393708.0,11740.0,320535378100.0,4109129100.0,664269.0,"Orlando-Kissimmee-Sanford, FL",0.0288562126000906,1.1201638,causal_lane_code
36780,173355.0,4510.0,309117120.0,8678520.0,351442260.0,10689228.0,25836.0,931.0,14363631000.0,146212400.0,45973.0,"Oshkosh-Neenah, WI",0.026983955879015285,,none
36980,122361.3626,1217.2535,99380576.256,575434.56,133334764.3236,810641.508,12939.945,66.0477,8947989195.36,9421668.0,36583.0619,"Owensboro, KY",0.01031815804856253,,none
37100,835190.0,335113.0,1429235880.0,956654880.0,1553355624.0,1053931788.0,52181.0,40674.0,151257526700.0,30395128000.0,144217.0,"Oxnard-Thousand Oaks-Ventura, CA",0.41617064012496213,,none
37340,658969.0,16800.0,1082025960.0,35481600.0,1210061628.0,39674148.0,57733.0,1997.0,101577497200.0,1067685000.0,202348.0,"Palm Bay-Melbourne-Titusville, FL",0.026442940377689326,,none
